reviews,label
Keren apknya sangat membantu dan batangnya banyak yang bagus bagus,__label__5
"Gasuka bgt sekarang sama pengiriman shopee express, status pengiriman nya ngacak. Masa udah nyampe bogor sortir malah balik ke jakarta dc, dan ujung ujung nya itu barang nya sama sekali gak nyampe sampe berhari-hari dan malah pengembalian dana. Kita kan beli barang nya di shopee mall bukan beli uang kita sendiri. Empet bgt sama shopee express awal nya doang  lamalama nya malah buruk, udah 2x loh begini. Udah kalo nyampe barang nya penyok sekarang "", beda deh sama yang awalnya. VeryBad",__label__1
  bagus gratis ongkir mantap betul deh pokok,__label__5
"Katanya gratis ongkir, tapi ongkir selalu mahal di atas 50ribuan, kita yg sering belanja di akun shopee terkendala di ongkirnya mahal. . . .  Mohon ni kak di sesuaikan kalo memang ongkir ya memang ongkir, kalo ongkir hanya batas jabodetabek ya jelaskan biar yg di luar daerah jabodetabek tidak kecewa. . . ",__label__3
"belanja puas,  voucher nya gk puas,  voucher gratis belanja 100% gak pernah dapet",__label__5
  belanja mengaharapkan platinum istimewa platinum clasic layan cod terus hapus akun daftar gratis ongkir hahahhaha mending daftar level platinum,__label__1
Kecewa banget sama game nya.,__label__1
"Sejujurnya saya kecewa karna pengembalian dana belum kunjung kembali , sudah hubungi sana sini tetap saja tidak ada perubahan , setidaknya jangan biarkan castumer lelah untuk menunggu , sementara kasih retting 3 dulu karna belum puas atas pelayanan",__label__3
"Sekarang sistem voucher gratis ongkir shopee beda bgt sama yg dulu, dulu perhari saya bjsa pakai 5voucher gratis ongkir sekarang cuma seminggu 3x, saya sampe beli voucher gratis ongkir, tapi itu juga ngeselin saya udh beli dan udh pakai semua voucher nya, gabisa beli yg baru nunggu batas waktunya abis, seharusnya kalau voucher nya sudah habis terpakai bisa beli lagi :(",__label__3
Recomended pokokx.  Lbh bagus dri yg lain.  Pokoknya cucok utk kalian.  Yg suka hemat2,__label__5
Hp saya hilang dan aku lupa nma akun yang d daftarkan. .  Minta solusinya,__label__3
"Shopee sekarang kurang menyenangkan.  Gratis ongkir terlalu banyak hanya untuk metode pembayaran shopeepay saja.  Saya masih ada voucher gratis ongkir yg untuk pembayaran via tf tetapi ketika cekout, Entah kemana voucher itu . padahal blm digunakan.  Biasanya setiap hari selalu update voucer gratis engkir.  Sekarang sudah jarang. ",__label__3
Sangat bagus.  apalagi klo bnyak promo bisa lebih murah belanja. ,__label__5
"RIBET, MAU NARIK SALDO 65RB AJA RIBET BANGET, UDAH VERIFIKASI SEMUA2 UJUNG2NYA NMR TLF SAYA TIDAK SAH, PDHL NMR TLF UDH D VERIFIKASI...RIBET...SUCKS..!!!",__label__1
  kecewa belanja  guna  sulu,__label__1
Aplikasi shopee sangat membantu saya belanja yg saya inginkan dan bnyk produk2 yg murah. ,__label__5
Oi ini gmn sih kok bisa bayar pakai shopee pay.malah munculnya saldo tidak tercukupi gmn sih mau logout aja udh kyk jinakin bom Padahal saldo shopee pay saya 60k sedang kan barangnya cmn 50 k gmn sih gk jls di benerin dong soalnya udh berkali kali kyk gini trus mending download tokpet kalo gini mah!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,__label__1
Fitur spinjam saya gk muncul 🙏,__label__3
Jagan ragu2 pake aplikasi ini.  Di jamin sangat memuaskan kalau mau belanja online,__label__5
Aplikasi ok. mudah harga wajar respon bagus banyak pilihan layanan memuaskan. ,__label__5
"Udah ga asik shoopefoodnya,, mahal",__label__1
"Menurut aku, kalau shopee ada metode pembayaran ditempat ( COD ) itu lebih bagus.  Kalau bisa cod aku pasti pesen di shopee.  Buat shopee : kalau bisa, ada metode pembayaran cod.  Jadi orang itu yakin barangnya pasti nyampe. ",__label__3
Selamat ulang tahun shopee semoga sukses terus yiya pertahankan terus aplikasinya,__label__5
Produk ori suka bgt blnja d shopee,__label__5
"Alhamdulillah,  sudah mengunakan SHOPEE 2/3thn terakhir ini 😁🤗 ngebantu banget,  banyak kupon GRATIS ONGKIRnya 😁🤭",__label__5
Shopee cod shopee cod. . .  Vouchernya kurang banyakk ((tapi yg tanpa shopeepay)) hehe. .  Biaya admin nya makin besar.  Dulu ga ada tambahan biaya untuk per barang.  Skrg malah ada.  Lalu bot untuk flash sale tolong segera diatasi.  Gak tau juga itu marketing dari shopee nya atau emang bot😂,__label__3
Kenapa yaa aku gak bisa nge Klaim voucher ongkir ataupun diskon.  Padahal sebelumnya bisa bisa aja.  Kira kira kendala nya dimana nihh?? Pusing aku ngeliat Shopee bermasalah hufft,__label__3
Shope eror mulu dibulan des 2021.,__label__1
"Shope sekarang makin buruk kualitas nya, masa akun saya dinonaktifkan, padahal gak ngelanggar apa², trs saya buat akun lagi, baru bisa 3hari udh dinonaktifkan lagi,,,, mau nya apa sih, mana ada shoopepay semua",__label__1
Saya merasa nyaman berjualan disini dan lebih pentingnya Shopee kurirnya baik dan sopan,__label__5
"Cepat dalam pengiriman , semua produk sesuai dengan pesanan, Thanks shopee",__label__5
Aplikasi shopee sangat bagus.  Barang2 nya pun tidak pernah mengecewakan.  Tapi saya kurang suka karena tidak ada gratis ongkir yg biasa adanya hanya untuk gratis ongkir shopeepay! Saya minta tolong adain lagi gratis ongkir yg biasa dong kak jangan gratis ongkir untuk shopeepay doang!,__label__3
Aku suka sekali belanja di shoppe tapi sekarang gak seru lagi karena saat nonton live shoppe udh gak di bolehkah lagi main ga dengan menggunakan palu.  Padahal aku bisa dapat tambahan uang untuk belanja di shoppe.  Aku harap pihak shoppe mengisinkan kembali ga dengan menggunakan palu. ,__label__3
Kenapa saya tdk mndptkn free onkir lg skrng,__label__1
"Sulit untuk melakukan pembayaran, aplikasi stuk saat melakukan pembayaran",__label__1
"Belanja lebih mudah dan praktis , kualitas , dan produk lebih baik terimakasih. ",__label__5
Parah....semakin kesini semakin gk karuan,__label__1
  kecewa berat  langgan aplikasi belanja jaman sekolah kali kecewa layan parah,__label__1
Lalot bat anjirt capek bgt. Suka ngebug d pencet² gak mau😭 ada masalah apa dah,__label__1
"mohon kepada pihak shopee agar mengembalikan dana saya di akun "" sanimuhammad_ "" karna disana masih ada 200rbuan bagi saya sangat berarti uang segitu udah coba berkali² hubungin Cs tapi disuruh nunggu email balasan namun tidak bisa mambantu agar akun saya di aktifkan kembali tolong lah konsisten untuk menangani permalasahan saya kalaunya akun sudah tidak bisa digunakan karna "" dibatasi "" tolong lah disaat top up shopeepay agar digagalkan kalau begini saya sebagai pengguna sangat dirugikan",__label__1
"Memudahkan belanja, tidak perlu capek2 untuk bayar. karena di dukung dengan bayar cod. maji terus shopee",__label__5
Lumayan bisa bantuin,__label__3
Shoopee.  Sangat membantu bgt.  Dgn harga2 yg terjangkau dan gratis ongkir,__label__5
"Nyesel baru kenal shoppe,  shoppe Daebak bgt semua yg ku mau ada di shoppe,  shoppe emang terbaik,  semua yang ku mau ada di shoppe 😘😘😘",__label__5
"shopee gajelas, gw daftar shopee plus dan datanya udah bener"" sesuai ktp tetep gagal. karna foto bareng ktpnya mode selfie kah? jadi fotonya terbalik?, kalo emang karna itu knp shopee adain fitur selfie?",__label__1
"Dari dulu belanja online selalu pakai shopee,  puas bgt sama aplikasi nya",__label__5
"tidak bisa login, email , nomer telfon, pasword, semua benar tetapi tidak bisa login malah di suruh verifikasi wajah sudah di ikuti tetapi gagal terus, pake cara lain kirim link tapi bukan ke nomer saya , tidak bisa di ganti nomer nya, pedahal email aktif, nomer aktif, tapi malah di suruh verifikasi aneh"", pedahal di akum shopee saya ada shopeepay saya, tolong dong di bantu. ",__label__3
Belanja gampang bagus  harga terjangkau produk yg di jual beragam,__label__5
"Enak belanja disini, tapi ada satu yg ga enak.  Aktifin shopeepay nya ribet.  Soalnya nomor saya udah ganti, di shopee kalo mau ganti nomor tuh agak dipersulit.  Apa"" semua kirim kode verifikasi ke nomor, jadi susahh.  Pengen buru"" tapi jdi lama karna harus tinggu 1x24 jam dri shopee nya",__label__3
Knp saya isi saldo jd keluar dn gabbs masuk lg,__label__1
"Tiap bulan update terus,pelit cashback, tambahan biaya admin500,gratis ongkir nanggung alias ga full,pro sama pedagang meski pedagang salah.dll masih banyak lagi",__label__1
Sangat Jelek Dan tidak bisa Di bukak,__label__1
Shopee lengkap dan bervariasi serta bnyk promo dgn harga spektakuler serta bebas ongkir,__label__5
"Saya sdh pesan barang, tapi karena belum download aplikasi Shopee, saya ngak bisa chat ataupun cek keberadaan pesanan saya😢.  Berharap toko tempat saya pesan barang benar - benar kirim pesanan saya😔",__label__3
  senang aplikasi belanja  praktis tinggal tunggu rumah promo,__label__5
"Shoppe sekarang beda gak kya dlu selalu ada gratis ongkir ,ini harus pengguna baru yg dpt gratis ongkir. . . mohon diberi keringanan yah buat langganan shopee . . . klo ga ada gratis ongkir mending beli di dekat rumah sma aja harganya pada mahal😥",__label__3
Shopee tidak pernah  ,__label__5
Saya kasih bintang 3 dlu.  Begitu saya sudah selesai daftar. da saya mendapatkan bonus gratis 20. 000 nya. saya akan tambah. menjadi 5bintangnya Semoga aja asli. nyata dan benar yahh pihak shopee.  Saya lagi mendaftar inii. . . . ,__label__3
  rubah bijak,__label__3
"SHOPPE MAKIN KESINI MAKIN NGACO, BARU JUGA NGISI SALDO SHOPPE PAY MALAH ILANG SALDONYA NGERI IH",__label__1
Tempat belanja barang favorit,__label__5
"Belanja dishopee mudah bgt,  mau beli apa aja semua ada,  mantap shopee. ",__label__5
Apk bikin boros,__label__3
Senang belanja di shoope,__label__5
"Mintol dong segera perbaiki sistem pembayaran shopeepay, thanks",__label__1
Sekarang jelek . Selama saya pke shope baru kali ini Nemu penjual ngirim barang tidak sesuai pesanan. Pengembalian dana lama nunggu respon nya lama banget . Saya jdi teroma pake aplikasi online. Jadi males mendingan offline belanja  gpp mahal juga,__label__1
"Hi sahabat Shopee sebelumnya saya bertransaksi sangat mudah dan lancar setelah ada kesalahan sedikit tentang penggunaan voucher akun shopee saya langsung di batasin dan tidak bisa di pakai lagi untuk bertransaksi, tolong untuk pihak shopee untuk akun saya di kembalikan kmbali supaya saya bisa bertransaksi terimakasih. ",__label__3
Terima kasih shoppe,__label__1
Bisa lebih mudah kalo belanja di shopee tanpa harus keluar rumah,__label__5
"Saya kecewa dgn shopee. Pdhl saya sdh dari lama belanja dishopee & sdh byk saudara, teman. Dari yg suka shopping sampe yg mau jualan pun saya rekomendasiin utk pake apk shopee. Tpi makin kesini, shopee makin seenaknya. Mulai dari koin penilaian yg terus nurun, jasa kirim yg tdk muncul lagi nama ekspedisinya & dulu saya pernah punya koin sampe puluhan ribu & tdk sampai setengahnya yg hangus karna limit 3 bulan, tpi kenapa skrg koin saya hangus sampai 56rb. Pdhl koin saya cm 82rb. Tlg diperbaiki🙏",__label__1
Pelayanan nya memuaskan,__label__5
Puisi yang ada Piramida meoieio inio oe olehei karena ketidak u eh ini enak gpp ie of oh karenaakanan didasari pada hari Minggu tanggal 4 di Indonesia orange ioy rock yang efektif ie empati i yang,__label__3
Gimana sich..ikutn goyang shopee..udah digoyang tp tdk kluar koinya.. lemot banget sich,__label__1
"Belanja di shopee memang asyik dan menyenangkan,cuman ada satu yang sangat di sayangnya setiap kali di perbarui aplikasinya bukannya semakin bagus tapi malah semakin lemot,kalo bisa secepatnya di perbaiki lagi biar gak kalah sama toko online sebelah. ",__label__3
  aplikasi shop online bagus,__label__5
Sialan game sope ya susah ...ngak pernah juga dapat hadiah ... dasar kampanglah ...bangsatt,__label__1
Cepet pengiriman dan barang bagus,__label__5
"Shopi sekarang knapa menyebalkan, awalnya suka bgd pake shoppi tp sekarang ribet, pdhl gk hutang d soppileter tp akunku d batasi karna ada tagihan apa2an ini huh",__label__1
Belanja dengan harga murah dan banyak disconnya. mantap shopee. saya suka belanja disni,__label__5
"Ini shopee kenapa yah, kog kalau tambah jualan baru meski udah dimasukin berat barangnya dan opsi pengiriman udah dipilih tapi tetep aja disuruh masukin opsi pengiriman terus.  Tolong pihak shopee segera memperbaiki yah. . . ",__label__3
"Saya sangat suka aplikasi ini ,  banyak gratis ongkir nya woowww",__label__5
Kenapa penarikan dana shoppepay ke rekening bank msh dlm proses dan kenpa dana shoppepay brkrg,__label__1
splatter bisa dikurangin terus pdal bayar ga telat,__label__1
rasa makan ayam,__label__1
"GAJELAS BANGET SHOPEE AKUN SAYA DI NONAKTIFKAN CUMA GARA2 CASHBACK YANG GAK SSBERAPA ,LAIN KALI GAUSAH NGADAIN CASHBACK TAPI UJUNG² NYA DI KENA NONAKTIF",__label__1
Sangat menyukainya Karna bisa di percaya setiap barang yang datang. ,__label__5
Jangan pernah anda berbelanja di aplikasi ini aplikasi lelet bodoh saya pesanan saya sudah lama sampai hari ini tidak ada perubahan dan tidak ada pertanggung jawaban yang di berikan dari aplikasi shoffe ini hati hati belanja di shofee ini semua jangan sampai anda mengalami nasip seperti saya.,__label__1
"Suka, simple, hemat,  banyak pilihan dan free ongkir",__label__5
"Suka aja belanja di shopee toko dan kualitasnya amanah,  banyakin voucher aja lagi yaa min. ",__label__5
"Min ngisi saldo Shopee Pay kok gk bisa sihh, katanya udah 3x transaksi TopUp... Padahal hari ini belom pernah transaksi TopUp berapapun",__label__1
"keren. . . . . dulu. . .  sekarang kurang keren dengan kebijakan baru. . . .  sy sebagai pelapak di shopee menonaktifkan jasa kirim yg tidak mungkin saya jangkau karna jauh. .  dengan kebijakan baru ini semua exp shopee yg tentukan, jadi kadang cuma satu kiriman harus saya antarkan jauh karna exp tersbut tdak ada di daerah saya. .  daan.  untuk shopee expres resi haris prin sendiri klu tidak pihak exp tidak mau menerima paket sya, bgaimna nasip kami pelapak yg msih seumur jagung ini. . . .  mohon perhtiianny. . ",__label__3
"Tak bisa kujelasnya dengan kata/kalimat ""RASA NYAMANKU TERHADAP SHOOPE""",__label__5
  orang tagih makan mah tagih belanja online  gimana,__label__5
Tak pernah  ,__label__5
"Padahal Sudah Langganan Di shope. Sudah Lama. Karna Belanja yang .. Tpi sekarang Kecewa Setelah HP saya dan kaka saya Di ambil sama Kurir nya. Anak saya Yang melihat sendiri,, pengiriman Wilayah brebes Ke utara. Kurir bernama Ikbal Motor Genio Merah",__label__1
"Bagus , tapi saya terkadang bingung ini update trus tiap bulan ,tapi masih aja tetap kadang"" lambat aplikasinya padahal internet kencang , jadi updatenya buat apa sebenarnya kalau berselancar di dalam masih gitu-gitu aja",__label__3
"Setiap belanja di shopee barang nya selalu sesuai dgn yg di foto, , terus pertahan kan yaa",__label__5
"awalnya bintang 5, trs turun jd bintang 4, turun lag jd bintang 1 karena saya gak bisa transaksi dan dituduh melakukan hal yg mencurigakan. saya lapor CS dikasih solusi reset hp ke versi pabrik dan tdk bisa membuktikan hal mencurigakan apa yg telah saya lakukan. wkwkwkwkwkl",__label__1
"Shopee memang toopp saya suka belanja di shopee,  apa lagi sekarang banyak gratis ongkirnya",__label__5
"Harga terjangkau , , mudah tdk  ",__label__5
Akun saya juga ikut kehapus ini.. gimana ya..pdhal ada bbrp brg di keranjang belanjaan saya. Saya juga ngga melanggar hak seller. Cuman saya blm memperbarui aplikasi nya.. gmn sih.!!,__label__1
TIDAK  TIDAK NYAMAN 👎👎👎👎👎👎👎👎👎👎👎👎👎👎,__label__1
"3 aja dulu ,udh oke",__label__3
"1.  Potongan penghasilan sebagai penjual besar.  2.  Kalau beli cod ada biaya admin tambahan selain ongkos kirim.  3.  Aplikasinya berat dan lemot.  4.  Ongkir luar pulau jawa masih besar.  5.  Tidak ada perlindungan bagi penjual terhadap reputasi tokonya dari pembeli yang memberi rating / menilai tidak relevan, tidak sesuai diskripsi produk, tidak bijak 6.  Transaksi COD hanya bisa dengan jasa kirim JNT.  7.  Pelayanan customer service terkesan tergesa gesa membatasi waktu pelayanan yg blm selesai. ",__label__3
Ini kenapa ya aplikasi nya error Padahal udah di download 2 kali kok ngak bisa ya Tolong diperbaiki ya ❤️ Soalnya aku mau beli gelang buat sahabat ku,__label__3
"Cuma diShopee yang berani ngasih Pay Later, (Bayar nanti)👍👍👍,  dan hadiah yang besar",__label__5
Gak ada gratisan,__label__1
Aktivasi SPaylater selalu gagal.. padahal udah sampai member PLATINU.M,__label__1
Setiap hari apdet Mulu anj Sering FC lagi,__label__1
   sesuai naik ongkir jne sesuai seller rugi juta nombokin ongkir layan  buruk market place sesuai tanggal  lambat,__label__1
Udah di download tp susah login jadi pngen uninstall gue,__label__1
Luar biasa belanja di shopee,__label__5
"Mt saya kurangin bintangx . . . saya tidak respek dgan tidak bisa nya pembeli mnentukan jasa pengiriman sendiri. . . ,tolong kembalikan seperti dahulu. . . benar aj bisa dirubah 1x . . tp g akan merubah ongkos kirimx. . . masing2 jasa pngiriman ada harganya. . . kita bisa menentukan sendiri mana yg lbih murah. . . klo masalah cepat sampai d tujuan itu urusan masing2 orang beda boss. . . . intinya tolong kembalikan kebesasan kami memilih jasa kirim sendiri terimakasiihh",__label__3
  bagus,__label__5
  pilih kurir diskon ongkir kayak toko belah,__label__3
mau bayar pakai shopee pay later lemot nya minta ampun,__label__1
  kemarin masalah kirim barang cs puas jujur kecewa belanja  tokopedia,__label__1
Good lah banyak voucher gratis ongkir + chasback dan pengiriman cepat,__label__5
  kecewa layan,__label__1
Maaf min kenapa aplikasinya sering lambat loading Sedangkan buka aplikasi yg lain aman aja,__label__5
Tolong dong itu kenapa akun shopee saya dinonaktifkan yah? Salahnya itu knpa? Pdhl sering buat belanja lho 🙄🙄 Tolong dong balikin akun saya 😏,__label__1
Awal nya suka belanja d shopee Tapi makin kesini gratis ongkir nya sering banget gak bisa di pake.  Sebelum ada tagihan spaylater pun tetep gitu juga gak bisa pake gratis ongkir nyaa Tolong dong perbaiki sistem nya lagii Mau belanja jadi susah kalo gak ada gratis ongkir lagi.  Mana jualan onlen lagi 😌,__label__3
  sebener bagus aplikasi cuman toko kirim langsung proses besok kadang kirim nyaman dagang online,__label__3
"Lah.udh.gua.apdet,ko.ga.bisa.buka.pqnte",__label__1
kenapa produk saya sering di blokir min???? padahal merk udah saya sesuaikan???? kalau emg ada yg harus di perbaiki tolong kasih tau bagian mana. . .  jngn main2 blokir aj. . .  capek min harus bikin lagi mulu. ,__label__3
"Transaksi 132.000, biaya admin 2.112, lalu ketika dana selesai kenapa yang ada nyah 111.888? Sisanyah kemana? Kalo bisa aplod potomah sekarang juga di aplod screenshot nyah.",__label__1
Kenapa shopee saya tidak bisa dibuka peringatan nya maaf halaman ini sedanng dalam perbaikan mohon bantuannya,__label__3
Bagaimana penanganan untuk customer yg komplain malah disuruh tunggu lagi. Padahal mau pakai shopeepay. Eh malah duit yg besar gak masuk. Mengganggu aktivitas belanja. Sudah mulai gak rekomendasi lagi.,__label__1
Pelayanan cust service lemot payah,__label__1
Spylater nya gagal mulu,__label__1
Kenapa gk bisa byar spay later padahal ganti hp bikin ribet dan menyusah kn. .  Tolong d perbaiki,__label__3
balekkan dana aja bertele tele,__label__1
"Kenapa saya mau pesan tidak bisa ya? Tulisannya katanya dapet gift dari shopee untuk pemesanan pertama , barang gratis tapi saya coba beberapa kali tetap saja tidak bisa, kakak saya mencoba juga tidak bisa (: Tolong dong pihak shopee diperbaiki kalo memang hadiah nya tidak bisa diambil ya sudah gpp, tapi saya mau pesan barang lain tetap saja tidak bisa (: harus ambil gift shopee yang hadiah untuk pengguna baru :( ini harus gimanaa si? Tolong ya ditanggapi! Terimakasih 😊",__label__3
"Saya kecewa dengan pihak Shopee, kenapa akun saya dinonaktifkan.  Padahal sebelumnya baik2 saja dan mengikuti aturan yang diberlakukan.  Tapi setelah saya dapat telfon dari pihak shopee yang mengabarkan saya mendapat saldo shopee pay 3 hari sesudah telfon tersebut akun saya tidak bisa terpakai.  Bagaimana cara mengaktifkan kembali akun saya? sudah lebih dari 3 bulan akun saya nonaktif. ",__label__3
Mantaqp.  Mempermudah jual beli dan meminimalisir kerugian antara penjual dan pembeli. ,__label__5
"awalnya bagus sekali, tetapi sekarang kenapa gangguan terus, saya tidak bisa melacak pesanan saya ,hanya keluar tulisan "" oops!!! terjadi kesalahan"" terus menerus,,, bagaimana solusinya? padahal jaringan sangat bagus!!!!!",__label__3
. . . *KEPADA : YTH.  KAPOLRES PELABUHAN TANJUNG PRIOK* *DARI : KAPOLSEK KAWASAN MUARA BARU* *PERIHAL : LAPORAN KEGIATAN SATGAS OPS KEPOLISIAN TERPUSAT “AMAN NUSA II-2021” PENANGANAN COVID -19 WIL POLSEK KAWASAN MUARA BARU* Assalamualaikum.  Wr. Wb Selamat Siang ijin melaporkan pada hari Sabtu tanggal 01 Mei 2021 jam 13. 00 Wib sd jam 14. 00 Wib Unit Reskrim Polsek Kawasan Muara Baru telah melaksanakan kegiatan satgas Ops Kepolisian Terpusat “*AMAN NUSA II-2021” * Penangangan Virus Covid,__label__3
"Tolong di acc shopee pay later saya, karena saya member shopee sudah lama",__label__5
Semenjak awal September shopee gk bisa pake jasa pengiriman hemat selain kedaerah tertentu akhirnya olshop ku sepi karena semua mahal di ongkir😭😭 kenapa si gk seperti awal² saja biar olshop kecil seperti sya dapat sedikit cuan,__label__3
Bgus mudh di gnakan app na. . ,__label__3
"Hallo kak,aku mau nanya kenapa aku tidak bisa log in? Malah ada bacaan ""Akun sedang di tinjau karena alasan keamanan atau karena ada aktivitas yg melanggar Peraturan komunitas shopee. "" Mksd nya apa ya kak?",__label__3
Sumpahh baguz banget sih.  Aplikasi belanja online yang lain tidak terjamin,__label__5
  bagus bagus seler barang non fisik pas jual notif pilih kurir pakai kurir gimana mohon sedia tombol non fisik ber fisik,__label__3
Aplikasi nya sangat bagus saya suka belanja di shope dan banyak diskon nya. semoga sekarang dapat diskon lagi😁🙏,__label__5
Mantap gratis ongkirnya selalu ada dan real tidak seperti toko sebelah gratis ongkirnya harus belanja min. 30rb dulu disini gratis ongkirnya tanpa min belanja untuk pengguna baru juga diberi produk gratis cuma bayar ongkirnya tidak seperti toko sebelah,__label__5
"Tolong perbaiki systemnya lagi, ada beberapa kendala ketika akan buka aplikasi di hp menggunakan operator axis,xl dan smartfren.  sering no respon jaringannya dan kalau loading terlalu lama, sebaliknya pakai operator telkomsel atau indihome aplikasinya lancar.  mohon segera di perbaiki masalah ini",__label__3
  kecewa layan  pesan batal scr  jatuh tempo komplain via email balas mesin luar masalah,__label__1
"kok makin hari koin dr hasil check-in mlh makin sedikit ya?? makin kurang memuaskan.  terus juga yg game serba sepuluh ribu, kt ny klo ga menang uang di kembalikan, tp mpe sekarang jg ga balik2!!",__label__3
Aplikasi banyak gangguan👎👎👎👎👎,__label__1
"Shopee mbok ya gausah panggil artis2 mahal.  Mendingan gratis ongkir dr pada aku suruh liat ronaldo.  Ktnya gratis ongkir, voucher udah di klaim eh ttep bayar 12-17rb.  Sedih aku tuh, jadi males belanja disitu",__label__3
"Jadi agak sedikit kecewa sama kebjakan shopee sekarang, cuma bisa pilih salah satu voucher aja saat melakukan pembelian. . .  Nggk kayak dulu lagi yang bisa sekaligus 2 dipakai bersamaan!",__label__3
"Aplikasi Shopee yang sekarang aneh, sekarang untuk memilih jasa kirim gak bisa deh, jadi kami reseller,.  Jika pembeli memilih jasa kirim, dan itu jauh dari rumah kami.  Kami bingung mau gimana cara kirimnya karna ke jauhan mohon di perbaiki untuk jasa kirim ya kak 🙏🏻",__label__3
"Pembelian dibatalkan secara tiba-tiba dg alasan tidak ada pembayaran.  Kalaupun karna shopeepay dinonaktifkan, kan proses dari cs cuma 1 hari dan bisa lebih cepat.  Pada waktu itu juga saya langsung menghubungi cs shopee mengenai hal tersebut.  Saya rasa pembayaran dapat dilakukan tidak sampai lebih dari 24jam jika langsung diproses shopeepay nya.  Padahal uang pembayarannya sudah saya pindah di shopeepay semua. ",__label__3
Terlengkap dan Termurah Dan terbesar LIMIT NYA walau baru dapat limit 50ribu.  Heheheehehehehe.  Jaya selalu,__label__5
"yaAllah kok bentar update² terus sih. . . . ? Dulu ndk sesering ini, sekarang tiap 2 hari shopee minta di update terus Membuat pengguna jenuh 🙏",__label__3
"Tolong ya di perbaiki lagi untuk bayar di tempat jangan pake minimum donk agar memudahkan pembeli dan kalo bisa semua barang yang di jual dari seller bayar di tempat, kalo sudah ada perbaikan saya tambah bintang nya okk",__label__3
Aplikasi sangat bagus Amanah lagi.  Saya suka belanja di shoppe👍❤️,__label__5
  belanja tisu tanggal juni sebener kemas toko langsung kirim ekpedisi  express status kira tanggal juni andai pakai ekpedisi tanggal posisi jakarta ekpedisi  express kecewa,__label__1
"Puass banget belanja di shopee, , gk pernah   , , mantul tul tul, , semoga makin jaya shopee",__label__5
"Sebener nya bagus, barang juga lengkap, tapi masalah COD yang memberatkan, sudah di cari toko yang bisa COD ujung ujung nya malah ga bisa ternyata ,mohon di perbaiki-!!🤡",__label__3
Plis dong kalau ngasih promo cashback yang konsisten,__label__1
"Tambah mahal,, beda dengan yg dulu banyak promonya.  permainan hapus aja yg gk jelas biar kgk lemot karna kesempatan buat dapet promo yg bagus juga udah gak ada, gk kyk dulu. . ",__label__3
habis di upgrade g bisa di pakai,__label__1
"Sudah cukup lama pake aplikasi ini, tp pas ganti hp Udah bolak balik login username sma kata sandi udah bener, tp kode verifikasi gak dikirim, akhasil gak bisa login, sampe pke wifi ttp gak bisa login, nasih shoppepay nya gimnaa gak bisa dicairin lagi klo gak bisa login",__label__3
"Mantap.  Sangat membantu konsumen.  Semoga makin sukses trs, ,  👍 Trimakasih 🙏",__label__5
Tingkatkan lagi perfoma nya dan sudah bagus sejauh ini cuman beberapa kendala saja,__label__5
Mengajukan paylater ga prnh d acc aneh padahal sering blnja d shopee,__label__1
Semenjak Shoppe saya upgrade akun Shoppe saya gak bisa pake. vocher gratia ongkir dari Shoppe/voucher potongan harga dari toko. .  Selalu ada pemberitahuan aktivasi akun saya mencurigakan. .  Gak ngerti knpa,__label__3
"Akun kenapa tibatiba di nonaktifkan, saldo masih ada isi. Saya baca digoggle karena kebanyakan pake vocher sama login dua akun di satu perangkat? Itu bener. Ya alesannya kenapa ya kita kan gatau ada peraturan seperti itu. Terus bagaimana pesanan dan saldo saya di akun yang di nonaktifkan?",__label__1
Menggunakan aplikasi ini sangat memudahkan semua org untuk belanja tanpa harus datang ke toko,__label__5
Terimakasih Shopee sangat membantu untuk mencari barang yang kita sukai,__label__5
Belanja online ya di shope semua barang nya ORI dan bergaransi mantap. ,__label__5
"kok sekarang shopee vocer gratis ongkir dengan cash back gak bisa dipakai berbarengan ya ? percuma ada vocer cash back dong.  butuh pencerahan min, karna semakin banyak pakai shopee kok semakin di persulit ya , jangan pelit2 kasih promo min 👍",__label__3
Shopee sekarang biyaya penanganan mahal terus gak ada gratis ongkir lagi,__label__1
"belanja di shopee banyak diskon,  gratis pengiriman dan masih banyak yang lain. ",__label__5
Baru saja ketipu org dalam tp gk papa. . . di sedekahin aja. . ,__label__3
"Payah, selalu kendala dengan kurir tapi tidak bisa bantu atasi",__label__1
Gmna cara nya aktiv n shopee plaayter nya,__label__3
Makin diupdate makin error,__label__1
Mau ngajuin pembatalan tambah di tolak🤦‍♀️,__label__1
"Gratis ongkir pada jumlah belanja tertentu tetapi terkadang ongkirnya tidak "" MASUK AKAL "" belanja barang tidak smp 1 kilo ongkirnya 20rb dan masih wilayah Jabodetabek. .  dan ternyata disini permainannya!!!",__label__3
Cashback gak masuk nyesel pakai shopee,__label__1
"Aplikasi ini sangat membantu,  buktinya saya bisa belnja tnpa harus cape naik kendaraan",__label__5
"Ada masalah di tim expedisi spx daerah hub Bandung timur, Mohon di evaluasi ga tau kenapa lama banget ngirimnya, bahkan paket saya di keterangan sedang di kirim kemudian malah balik lagi ke hub pengiriman,, mohon di evaluasi",__label__1
