reviews,label,review
Payah distemnya tdk profesional Nama besar tp plynannya buruk,__label__1,__label__1 Payah distemnya tdk profesional Nama besar tp plynannya buruk
Stelah di perbarui malah keluar2 sendiri,__label__1,__label__1 Stelah di perbarui malah keluar2 sendiri
Shopee sekarang ngak rekomended.,__label__1,__label__1 Shopee sekarang ngak rekomended.
"Shope shope , xiaomi official jual barang rusak dibalikin tp d tolak, proses sudah hampir 2 minggu gak selesai malah disuruh bayar pula barang busuknya, kalian disini sebagai apa sebenernya klo gak bisa selesaikan masalah.. Beda jauh sama toko sebelah.. Coba bisa kirim bukti, gw kirimin semua bukti²nya disini biar pada tau pengguna lain betapa buruknya management kalian hadapi masalah ini...",__label__1,"__label__1 Shope shope , xiaomi official jual barang rusak dibalikin tp d tolak, proses sudah hampir 2 minggu gak selesai malah disuruh bayar pula barang busuknya, kalian disini sebagai apa sebenernya klo gak bisa selesaikan masalah.. Beda jauh sama toko sebelah.. Coba bisa kirim bukti, gw kirimin semua bukti²nya disini biar pada tau pengguna lain betapa buruknya management kalian hadapi masalah ini..."
Parah akun gw di bekujan,__label__1,__label__1 Parah akun gw di bekujan
Ga pernah nunggak tapi dibatasiburuk  sopi,__label__1,__label__1 Ga pernah nunggak tapi dibatasiburuk  sopi
Saya kecewa sekarang aflikasi nya mkin ribet aja,__label__1,__label__1 Saya kecewa sekarang aflikasi nya mkin ribet aja
Tolong di perbaiki,__label__1,__label__1 Tolong di perbaiki
Akun saya dibatasi entah kenapa saya aktifkan tdk bisa saya diarahkan tuk isi form pengaktifan akun sdh saya lakukan tunggu 3hari tp sudsh lebih dr 7hr tidak ada tanggapan saya jg sdh by email.. Saya berusaha tlp ke coustomer services jg tidak bisa krn mesin yg jawab.. Saya mau aktifkan akun karena saya ada tagihan shoppelater sebesar 50.000 dan saya mau bayar saya coba transfr via bank jg gk bs krn dinonaktifkan.. Saya tdk mau jika ada tagihan shoppe saya bengkak karena memang sy tdk bs akses,__label__1,__label__1 Akun saya dibatasi entah kenapa saya aktifkan tdk bisa saya diarahkan tuk isi form pengaktifan akun sdh saya lakukan tunggu 3hari tp sudsh lebih dr 7hr tidak ada tanggapan saya jg sdh by email.. Saya berusaha tlp ke coustomer services jg tidak bisa krn mesin yg jawab.. Saya mau aktifkan akun karena saya ada tagihan shoppelater sebesar 50.000 dan saya mau bayar saya coba transfr via bank jg gk bs krn dinonaktifkan.. Saya tdk mau jika ada tagihan shoppe saya bengkak karena memang sy tdk bs akses
Hati² penipuan dengan modus tukar penghantaran. Saya sudah mengalami sekali. Ceritanya saya beli water heater seharga Rp 1261000.00 sudah bayar online. besok nya setelah membatalkan pembelian dengan dalih mau menukar jasa penghantaran lalu disuruh masuk kan uang yang ada di shopee pay kita menggunakan barkod setelah uang di tranfer terus tidak ada kabar. Pihak shopee pun tidak ada tindakan sama sekali cuma blokir penjual itu saja,__label__1,__label__1 Hati² penipuan dengan modus tukar penghantaran. Saya sudah mengalami sekali. Ceritanya saya beli water heater seharga Rp 1261000.00 sudah bayar online. besok nya setelah membatalkan pembelian dengan dalih mau menukar jasa penghantaran lalu disuruh masuk kan uang yang ada di shopee pay kita menggunakan barkod setelah uang di tranfer terus tidak ada kabar. Pihak shopee pun tidak ada tindakan sama sekali cuma blokir penjual itu saja
diskon shopeefood sekarang cmn dikasi sedikit payah,__label__1,__label__1 diskon shopeefood sekarang cmn dikasi sedikit payah
"Shopee skrg lemoot bnget,, sih",__label__1,"__label__1 Shopee skrg lemoot bnget,, sih"
"Kecewa dengan shopee skrg ,tanpa ada angin dan hujan tiba2 layanan spaylatter & spinjam saya di nonaktifkan secara sepihak ,padahal riwayat pembayaran saya  ,alasan shopee tdk msk akal yg katanya disesuaikan dgn masa covid 19 ,helo bukannya ekonomi kita ud mulai membaik ,covid 19 pun udh menyusut ,bener2 kecewa saya sbg nasabah atau pelanggan setia shopee yg udh mau 2 tahun ending nya harus bgtu ....",__label__1,"__label__1 Kecewa dengan shopee skrg ,tanpa ada angin dan hujan tiba2 layanan spaylatter & spinjam saya di nonaktifkan secara sepihak ,padahal riwayat pembayaran saya  ,alasan shopee tdk msk akal yg katanya disesuaikan dgn masa covid 19 ,helo bukannya ekonomi kita ud mulai membaik ,covid 19 pun udh menyusut ,bener2 kecewa saya sbg nasabah atau pelanggan setia shopee yg udh mau 2 tahun ending nya harus bgtu ...."
Promo ongkir smkin sush,__label__1,__label__1 Promo ongkir smkin sush
"Bintang satu dulu, soal nya lelet ",__label__1,"__label__1 Bintang satu dulu, soal nya lelet "
"dulu enak ekspedisi bisa milih sendiri, sekarang ditentukan oleh pihak shopee, dan sekarang lebih sering dapat shopee express, yang dulunya pake sicepat, anteraja, ninja bisa 2 hari sampai, ini pake shopee express 3 hari status barang masih proses pengambilan barang, sering kek gitu padahal order dari kota sekitar aja",__label__1,"__label__1 dulu enak ekspedisi bisa milih sendiri, sekarang ditentukan oleh pihak shopee, dan sekarang lebih sering dapat shopee express, yang dulunya pake sicepat, anteraja, ninja bisa 2 hari sampai, ini pake shopee express 3 hari status barang masih proses pengambilan barang, sering kek gitu padahal order dari kota sekitar aja"
"Jujur... Kalo mau bilang, ini aplikasi  sebenernya, tapi input barang aja gabisa. Deskripsi sudah sangat jelas saya tulis produk nya, yang ada malah ke banned, rugi banget. Saya tidak mencantumkan nomor telepon, alamat & platform medsos, saya hanya tulis “Performa main game cukup ok” gitu aja ke banned. Tolong solusinya...",__label__1,"__label__1 Jujur... Kalo mau bilang, ini aplikasi  sebenernya, tapi input barang aja gabisa. Deskripsi sudah sangat jelas saya tulis produk nya, yang ada malah ke banned, rugi banget. Saya tidak mencantumkan nomor telepon, alamat & platform medsos, saya hanya tulis “Performa main game cukup ok” gitu aja ke banned. Tolong solusinya..."
lelet bgt aplikasinya. 🙄🙄🙄,__label__1,__label__1 lelet bgt aplikasinya. 🙄🙄🙄
"SHOPEE ! klo memang minim 💰 gag usah bikin promo besar2an ye. Withdraw duit sendiri kena cas , transfer juga kena cas . Free nya ilang buat byr promo iklan ? Gag usah promo .",__label__1,"__label__1 SHOPEE ! klo memang minim 💰 gag usah bikin promo besar2an ye. Withdraw duit sendiri kena cas , transfer juga kena cas . Free nya ilang buat byr promo iklan ? Gag usah promo ."
Kuat makan kuota internet dan lelet,__label__1,__label__1 Kuat makan kuota internet dan lelet
"Sekarang mau tarik dana ke seabank ,nunggu 1 hari, gak kaya dulu, itungan detik, ... Padhl seabank punya shopee, tapi lama nya minta ampun .... Dahlah kapok tarik lagi",__label__1,"__label__1 Sekarang mau tarik dana ke seabank ,nunggu 1 hari, gak kaya dulu, itungan detik, ... Padhl seabank punya shopee, tapi lama nya minta ampun .... Dahlah kapok tarik lagi"
"Makin males sama shoppe!!!!!!! Saya selalu ga pernah telat bayar shopeepaylater, tapi kenapa tiba2 saya ga bisa pake limit shopeepaylater nya??? Kriterianya apa coba?! Ga jelas bgt! Kecewa bgt!!!!!",__label__1,"__label__1 Makin males sama shoppe!!!!!!! Saya selalu ga pernah telat bayar shopeepaylater, tapi kenapa tiba2 saya ga bisa pake limit shopeepaylater nya??? Kriterianya apa coba?! Ga jelas bgt! Kecewa bgt!!!!!"
Selama ini saya  memakai aplikasi shopee dalam berbelanja online tapi makin kesini pelayanan kian memburuk..Saya isi saldo shoppe pay sebesar 900.000 tapi tiba-tiba saldo saya dipotong secara sepihak untuk pembayaran google play padahal saya belum menyetujuinya dan tidak melakukan apapun ke google play baru kali ini saldo saya berkurang secara tiba-tiba..saya chat admin shoppe tidak ada tanggapan malahan yang keluar chat otomatis yang tidak ada gunanya untuk saya!!!!!saya sangat kecewa!!!!,__label__1,__label__1 Selama ini saya  memakai aplikasi shopee dalam berbelanja online tapi makin kesini pelayanan kian memburuk..Saya isi saldo shoppe pay sebesar 900.000 tapi tiba-tiba saldo saya dipotong secara sepihak untuk pembayaran google play padahal saya belum menyetujuinya dan tidak melakukan apapun ke google play baru kali ini saldo saya berkurang secara tiba-tiba..saya chat admin shoppe tidak ada tanggapan malahan yang keluar chat otomatis yang tidak ada gunanya untuk saya!!!!!saya sangat kecewa!!!!
Jangan banyak iklan goblok,__label__1,__label__1 Jangan banyak iklan goblok
"Sistem Shopee Baperan, dikit² akun di batasi, buruk",__label__1,"__label__1 Sistem Shopee Baperan, dikit² akun di batasi, buruk"
"Sering eror, dah gk guna",__label__1,"__label__1 Sering eror, dah gk guna"
Sy mengunakan sopie sdh lama tp sekarang sudah tdk aman lagi uang di saldo saya berkurang tanpa ada transaksi. Dua kali uang di saldo berkurang itu dlm waktu 2-3 hari 😡,__label__1,__label__1 Sy mengunakan sopie sdh lama tp sekarang sudah tdk aman lagi uang di saldo saya berkurang tanpa ada transaksi. Dua kali uang di saldo berkurang itu dlm waktu 2-3 hari 😡
G sesuai dengan pesanan,__label__1,__label__1 G sesuai dengan pesanan
Mama saya yang download,__label__1,__label__1 Mama saya yang download
Sangat buruk dan kecewa,__label__1,__label__1 Sangat buruk dan kecewa
Sudah tidak recommended,__label__1,__label__1 Sudah tidak recommended
Apk kbnykn di updgrd jd lola bikin hp demam sblm di up gk prnh lola,__label__1,__label__1 Apk kbnykn di updgrd jd lola bikin hp demam sblm di up gk prnh lola
"Tokonya pada clickbait semua Nyari hp misalnya poco m3, judunya poco m3 didalem pilihannya malah dimasukin redmi 9a. Sehingga harganya yang tertera diawal adalah yang paling murah. Kan ga relevan ya dengan kata kuncinya. Keseringan Jadi kesel Hampir 90% pelapak menerapkan hal kayak gitu di berbagai macam item Tolong dong kalo bisa diatur lagi biar ga bulak balik nyari. Kalo nyari poco m3 biar dapetnya poco m3, bukan dengan harga yang disamarkan",__label__1,"__label__1 Tokonya pada clickbait semua Nyari hp misalnya poco m3, judunya poco m3 didalem pilihannya malah dimasukin redmi 9a. Sehingga harganya yang tertera diawal adalah yang paling murah. Kan ga relevan ya dengan kata kuncinya. Keseringan Jadi kesel Hampir 90% pelapak menerapkan hal kayak gitu di berbagai macam item Tolong dong kalo bisa diatur lagi biar ga bulak balik nyari. Kalo nyari poco m3 biar dapetnya poco m3, bukan dengan harga yang disamarkan"
Nice min gbsa di pke voucher nya jdi sya uninstall,__label__1,__label__1 Nice min gbsa di pke voucher nya jdi sya uninstall
Shopee pelayanannya buruk lebih baik tokopedia,__label__1,__label__1 Shopee pelayanannya buruk lebih baik tokopedia
"App nya gak bisa dibuka, auto uninstall",__label__1,"__label__1 App nya gak bisa dibuka, auto uninstall"
"Lanjut sopy semoga tambah berkah, sial",__label__1,"__label__1 Lanjut sopy semoga tambah berkah, sial"
"Semakin lama makin ribet, kebanyakan event makin berat aplikasinya, sinyal  buat buka lemot, voucer gabisa digunain, enak shopee yang dulu,",__label__1,"__label__1 Semakin lama makin ribet, kebanyakan event makin berat aplikasinya, sinyal  buat buka lemot, voucer gabisa digunain, enak shopee yang dulu,"
"Udah acc pesan 10 cod senilai 54ribuan eh waktu diantar kerumah saya baru liat cmn 1 yang dikirim, saya protes penjualnya terima 1 juga. Sistem eror apa gimana yak??? GAJELAS siapa yg tanggung jawab gini ????????????",__label__1,"__label__1 Udah acc pesan 10 cod senilai 54ribuan eh waktu diantar kerumah saya baru liat cmn 1 yang dikirim, saya protes penjualnya terima 1 juga. Sistem eror apa gimana yak??? GAJELAS siapa yg tanggung jawab gini ????????????"
suka ke log out sendiri,__label__1,__label__1 suka ke log out sendiri
"Ada apa dengan apk shopee nya,saya baru ngisi saldo shopee pay, pas mau co belanjaan kok ga bisa di pake saldo nya, padahal udh tertera saldo nya ada, ada masalah kah ini?",__label__1,"__label__1 Ada apa dengan apk shopee nya,saya baru ngisi saldo shopee pay, pas mau co belanjaan kok ga bisa di pake saldo nya, padahal udh tertera saldo nya ada, ada masalah kah ini?"
Buruk sinyal nya om lama udah 4g masih lemit,__label__1,__label__1 Buruk sinyal nya om lama udah 4g masih lemit
Maaf.. kasih bintang 1.. karna pas event 12.12 ini syaa main shopee tanam kilat pas udah mau panen kok tiba2 hang.. udah nunggu sepuluh menit buat nanem eh nge hang begitu aja.. tolong tingkatkan aplikasinya biar kalo ada event dan banyak yg pakr gak hang begini..,__label__1,__label__1 Maaf.. kasih bintang 1.. karna pas event 12.12 ini syaa main shopee tanam kilat pas udah mau panen kok tiba2 hang.. udah nunggu sepuluh menit buat nanem eh nge hang begitu aja.. tolong tingkatkan aplikasinya biar kalo ada event dan banyak yg pakr gak hang begini..
Lemot amat aplikasi shopee...,__label__1,__label__1 Lemot amat aplikasi shopee...
KEMBALIKAN CHASBACK KOIN SHOPEE SEPERTI DULU LAGI,__label__1,__label__1 KEMBALIKAN CHASBACK KOIN SHOPEE SEPERTI DULU LAGI
"lemott, susah pokonya mah",__label__1,"__label__1 lemott, susah pokonya mah"
"Masa supaya bisa pake free ongkir harus isi saldo shopeepay nominal dengan ongkirnya? jadinya kan sisa saldo nya ngendap dong di shopeepay, gitu aja terus sampe Botak ,tolong di perbaiki sistemnya ya",__label__1,"__label__1 Masa supaya bisa pake free ongkir harus isi saldo shopeepay nominal dengan ongkirnya? jadinya kan sisa saldo nya ngendap dong di shopeepay, gitu aja terus sampe Botak ,tolong di perbaiki sistemnya ya"
Upgrade shopee plus selalu gagal Malah enakan login dana gopay,__label__1,__label__1 Upgrade shopee plus selalu gagal Malah enakan login dana gopay
Shope skrg lelet bgt.,__label__1,__label__1 Shope skrg lelet bgt.
"Shopee tolol bego gw beli pulsa 50 RB tapi masih proses g ke kirim kirim tolol ini tanggal 3 Desember 2021 dari jam 11 sampe sekarang g ke proses . Emang babj duit gw udh lu makan ,nanti di akhirat gw tagih lu utang lu ke gw",__label__1,"__label__1 Shopee tolol bego gw beli pulsa 50 RB tapi masih proses g ke kirim kirim tolol ini tanggal 3 Desember 2021 dari jam 11 sampe sekarang g ke proses . Emang babj duit gw udh lu makan ,nanti di akhirat gw tagih lu utang lu ke gw"
Tarif nggak sesuai harga,__label__1,__label__1 Tarif nggak sesuai harga
"Zonkk,ga ngapa2in dblokir permanen,udah 2x wkwk auto uninstal",__label__1,"__label__1 Zonkk,ga ngapa2in dblokir permanen,udah 2x wkwk auto uninstal"
mau login aja kode OTP ga masuk² 👎👎👎,__label__1,__label__1 mau login aja kode OTP ga masuk² 👎👎👎
"Aplikasi gak guna, mana lemot, selalu merugikan pembeli. Pengajuan pengembalian, ujung2 di diberikan ke penjual. Jgn install apk ini, kalau gak mau menyesal.",__label__1,"__label__1 Aplikasi gak guna, mana lemot, selalu merugikan pembeli. Pengajuan pengembalian, ujung2 di diberikan ke penjual. Jgn install apk ini, kalau gak mau menyesal."
Gak ada aplikasi spinjam,__label__1,__label__1 Gak ada aplikasi spinjam
Skrg kalo mau make splater hrs ferifikasi wajah. Sialnya berkali kali gue coba selalu tdk lolos tanpa alasan yg jelas. Pdhal saldo splater gue msh cukup. Kalo begini trs artinya gue gak bs make splater lagi dong. Perlu diingat selama ini pembayaran gue gak pernah nunggak sekalipun shg flapond splater gue trs ditambah. Dan ini membuat gue gak nyaman dan kecewa...!! Pupus sdh keinginan gue beli sepeda statis di shopee.,__label__1,__label__1 Skrg kalo mau make splater hrs ferifikasi wajah. Sialnya berkali kali gue coba selalu tdk lolos tanpa alasan yg jelas. Pdhal saldo splater gue msh cukup. Kalo begini trs artinya gue gak bs make splater lagi dong. Perlu diingat selama ini pembayaran gue gak pernah nunggak sekalipun shg flapond splater gue trs ditambah. Dan ini membuat gue gak nyaman dan kecewa...!! Pupus sdh keinginan gue beli sepeda statis di shopee.
"ERROR MULU DAH SETIAP MAU BAYAR, PDHL UDH UPDATE APLIKASINYA! KADANG JUGA TIBA² SUKA FORCE CLOSE APLIKASINYA 😡",__label__1,"__label__1 ERROR MULU DAH SETIAP MAU BAYAR, PDHL UDH UPDATE APLIKASINYA! KADANG JUGA TIBA² SUKA FORCE CLOSE APLIKASINYA 😡"
"Shopee capit scam!!!!, saya pencet sampai 15 kali untuk dapetin kotak emasnya jatuh terus, koin berkurang 3000 tpi nggk dapat apa apa, kemudian pas mau cek lagi ternyata reset-reset sendiri, Game nyedot koin emang nih sengaja dibuat, kecewa...",__label__1,"__label__1 Shopee capit scam!!!!, saya pencet sampai 15 kali untuk dapetin kotak emasnya jatuh terus, koin berkurang 3000 tpi nggk dapat apa apa, kemudian pas mau cek lagi ternyata reset-reset sendiri, Game nyedot koin emang nih sengaja dibuat, kecewa..."
"Oi kok lama banget barang nya nyampe ya? masa pengirimannya udah lebih tiga Minggu ga datang"" sampai sampai properti yg gw beli di shopee buat acara sekolahan ga kepake ngerasa rugi sih 😷😷🙏🏻",__label__1,"__label__1 Oi kok lama banget barang nya nyampe ya? masa pengirimannya udah lebih tiga Minggu ga datang"" sampai sampai properti yg gw beli di shopee buat acara sekolahan ga kepake ngerasa rugi sih 😷😷🙏🏻"
system ga jelas inti nya,__label__1,__label__1 system ga jelas inti nya
Woy aplikasi jelek ga bisa pencarian pilih daerah tasikmalaya,__label__1,__label__1 Woy aplikasi jelek ga bisa pencarian pilih daerah tasikmalaya
"Paket Pesanan Jaket Hoodie Pria Dengan Alamat lengkap di Papua tidak sampe sampe? Ini bagimana PIhak shopee. Dari Pihak Shopee langsung membatalkan Pesanan saya ini tidak sesuai sekali 🤔 Kalau dalam proses pengiriman barang ke Papua Barat dan sementara di sotir ke sorong Papua Barat Tolong di simpan paket pesanan saya jangan kirim ke jakarta 😠😠 Apalagi kirim balik ke bandung Parah Saya sebagai pengguna Aplikasi shopee dan pembeli tidak merasakan ""Gembira"" Malahan Lebih ""Emosi"" Tolong 🙏",__label__1,"__label__1 Paket Pesanan Jaket Hoodie Pria Dengan Alamat lengkap di Papua tidak sampe sampe? Ini bagimana PIhak shopee. Dari Pihak Shopee langsung membatalkan Pesanan saya ini tidak sesuai sekali 🤔 Kalau dalam proses pengiriman barang ke Papua Barat dan sementara di sotir ke sorong Papua Barat Tolong di simpan paket pesanan saya jangan kirim ke jakarta 😠😠 Apalagi kirim balik ke bandung Parah Saya sebagai pengguna Aplikasi shopee dan pembeli tidak merasakan ""Gembira"" Malahan Lebih ""Emosi"" Tolong 🙏"
Makin bnyak promo makin aneh Balikin coin penilaian jadi 100 lg,__label__1,__label__1 Makin bnyak promo makin aneh Balikin coin penilaian jadi 100 lg
Lambat banget pembayaran pulsa pake shope pay loading terus,__label__1,__label__1 Lambat banget pembayaran pulsa pake shope pay loading terus
"Bintang saya turunin lagi, karena saya semalem beli pulsa Telkomsel 100k saldo udh kepotong, tapi pulsa belum masuk sampe skrang, apa ini yang dinamakan maling???",__label__1,"__label__1 Bintang saya turunin lagi, karena saya semalem beli pulsa Telkomsel 100k saldo udh kepotong, tapi pulsa belum masuk sampe skrang, apa ini yang dinamakan maling???"
"Makin kesini semakin mengecewakan . Coba tolong jangan dikit2 update. Update nya gede data lagi. Makin lelet jdinya ga ada kemajuan. Buka halaman shopee jadi lebih lama. Padhal hp bukan hp kentang2 amat. Juga soal pengembalian, coba harap ditingkatkan lagi pelayanan. Saya sudah berkali2 bikin pengajuan pengembalian dan beberapa kali ditolak. Mohon untuk admin, toko2 yg merugikan konsumen harap ditegur. Klw barg baik kan gak mgkin komplen.",__label__1,"__label__1 Makin kesini semakin mengecewakan . Coba tolong jangan dikit2 update. Update nya gede data lagi. Makin lelet jdinya ga ada kemajuan. Buka halaman shopee jadi lebih lama. Padhal hp bukan hp kentang2 amat. Juga soal pengembalian, coba harap ditingkatkan lagi pelayanan. Saya sudah berkali2 bikin pengajuan pengembalian dan beberapa kali ditolak. Mohon untuk admin, toko2 yg merugikan konsumen harap ditegur. Klw barg baik kan gak mgkin komplen."
Kok setelah di update jadi error,__label__1,__label__1 Kok setelah di update jadi error
"Baca baik2 tolong kurir pengantar paket nya di kasih  sedikit jangan terlalu slow repon,dan juga paket nya klau gak bisa di antar sampai rumah tu di hubungi tolol,klau bisa gak di kasih bintang juga gak di kasih",__label__1,"__label__1 Baca baik2 tolong kurir pengantar paket nya di kasih  sedikit jangan terlalu slow repon,dan juga paket nya klau gak bisa di antar sampai rumah tu di hubungi tolol,klau bisa gak di kasih bintang juga gak di kasih"
Susah mau beli plsa aja lemot,__label__1,__label__1 Susah mau beli plsa aja lemot
"Update sekarang gak  dapat voucher gratis ongkir Cod rp.0 dgn gratis ongkir exstra, Setelah check out produk dgn logo gratis ongkir exstra ternyata tdk bisa digunakan. Selain itu kita beli barang pakai shopeepay jadi ribet saldo harus banyak, harga barang + ongkir harus dijumlahkan dulu yg jadi masalah kalo kita cuma punya saldo pas cukup buat bayar barang aja maka kita tdk bisa check out pakai shopeepay sekali pun itu pakai voucher gratis ongkir tetap gak mau motong ongkirnya",__label__1,"__label__1 Update sekarang gak  dapat voucher gratis ongkir Cod rp.0 dgn gratis ongkir exstra, Setelah check out produk dgn logo gratis ongkir exstra ternyata tdk bisa digunakan. Selain itu kita beli barang pakai shopeepay jadi ribet saldo harus banyak, harga barang + ongkir harus dijumlahkan dulu yg jadi masalah kalo kita cuma punya saldo pas cukup buat bayar barang aja maka kita tdk bisa check out pakai shopeepay sekali pun itu pakai voucher gratis ongkir tetap gak mau motong ongkirnya"
"Sekarang shopee apa² di duitin mentang² laku. Top up saldo spay dari trf bank ada admin (biasanya ngga), check out cod ada biaya penanganan (biasanya ngga), free ongkir biasanya sampe 15k (sekarang cuma 10k). Serius deh klo kalian mau beli barang² yg gede/bervolume (popok dll) atau barang berat yg di atas 1kg (susu montly pack biasanya yg di atas 1dus) ongkirnya lebih murah di LAZ*DA, bahkan free ongkir. Klo di shopee beuh bisa 3x lipat ongkirnya",__label__1,"__label__1 Sekarang shopee apa² di duitin mentang² laku. Top up saldo spay dari trf bank ada admin (biasanya ngga), check out cod ada biaya penanganan (biasanya ngga), free ongkir biasanya sampe 15k (sekarang cuma 10k). Serius deh klo kalian mau beli barang² yg gede/bervolume (popok dll) atau barang berat yg di atas 1kg (susu montly pack biasanya yg di atas 1dus) ongkirnya lebih murah di LAZ*DA, bahkan free ongkir. Klo di shopee beuh bisa 3x lipat ongkirnya"
Saya kecewa sama program tanam pohon berhadiah 12M. 2 kali tanam hadiahnya Rp 100 koin setiap kali panen. Jadi waktu yang saya luangkan cuma dihargai segitu. Tidak memenuhi standar UMR. Good Bye shopee...,__label__1,__label__1 Saya kecewa sama program tanam pohon berhadiah 12M. 2 kali tanam hadiahnya Rp 100 koin setiap kali panen. Jadi waktu yang saya luangkan cuma dihargai segitu. Tidak memenuhi standar UMR. Good Bye shopee...
!!!!!!!Suka bgt sama Shopee dulu TAPI skrg udah MALES BANGET gratis ongkir eh nyatanya ga gratis ongkir biasa dri bandung ke banten gratis ongkir ini malah kena ongkir makin ke sini makin ga nyaman udah males kesel pengiriman knpa ga kaya dulu,__label__1,__label__1 !!!!!!!Suka bgt sama Shopee dulu TAPI skrg udah MALES BANGET gratis ongkir eh nyatanya ga gratis ongkir biasa dri bandung ke banten gratis ongkir ini malah kena ongkir makin ke sini makin ga nyaman udah males kesel pengiriman knpa ga kaya dulu
"Kak aku member platinum kenapa gak pernah dapat gratis ongkir min.0. Dapat pas event aja, sebulan sekali. Member gold sama silver malah dapat lebih banyak. Aku malah gak dapet sama sekali. Iya tau emang gak setiap hari dapatnya, tapi saya gak pernah dapat. Trus apa gunanya naik level kalo gak dapat keuntungan yang lebih banyak. Padahal tulisannya suruh naik level biar dapat keuntungan lebih banyak. Ini malah gak pernah dapat. Mau belanja jadi mls. Nanti lama - lama pas event juga gak dapat lagi.",__label__1,"__label__1 Kak aku member platinum kenapa gak pernah dapat gratis ongkir min.0. Dapat pas event aja, sebulan sekali. Member gold sama silver malah dapat lebih banyak. Aku malah gak dapet sama sekali. Iya tau emang gak setiap hari dapatnya, tapi saya gak pernah dapat. Trus apa gunanya naik level kalo gak dapat keuntungan yang lebih banyak. Padahal tulisannya suruh naik level biar dapat keuntungan lebih banyak. Ini malah gak pernah dapat. Mau belanja jadi mls. Nanti lama - lama pas event juga gak dapat lagi."
suka keluar2 sendiri knp yah mau chechout susah,__label__1,__label__1 suka keluar2 sendiri knp yah mau chechout susah
voucer gak bisa dipakai,__label__1,__label__1 voucer gak bisa dipakai
Kok akun saya nggak mau cekout,__label__1,__label__1 Kok akun saya nggak mau cekout
"  ada shopee pinjam dan pay letter..bisa beli sekarang bayar nanti,tapi giliran telat 5 hari teror dari pagi sampai sore, kalah aplikasi Pinjol..saya yakin perusahaan nya   ,tapi karyawan nya kayak kebakaran buntut nagih siang malam 🤣🤣",__label__1,"__label__1   ada shopee pinjam dan pay letter..bisa beli sekarang bayar nanti,tapi giliran telat 5 hari teror dari pagi sampai sore, kalah aplikasi Pinjol..saya yakin perusahaan nya   ,tapi karyawan nya kayak kebakaran buntut nagih siang malam 🤣🤣"
"Bintang 1 krna Shopee tdak sepenuh nya bertanggung jawab atas barang yg sdah dipesan, sya sdah 2 kali nih yah pesan HP ss lipat yg dtang nokia, kedua kalinya pesan lgi yg dtang dosnya. Saran sya. Kalau bisa lebih di perhatikan lgi yah.",__label__1,"__label__1 Bintang 1 krna Shopee tdak sepenuh nya bertanggung jawab atas barang yg sdah dipesan, sya sdah 2 kali nih yah pesan HP ss lipat yg dtang nokia, kedua kalinya pesan lgi yg dtang dosnya. Saran sya. Kalau bisa lebih di perhatikan lgi yah."
Minimal belanja udah naik😠,__label__1,__label__1 Minimal belanja udah naik😠
Keluar masuk melulu,__label__1,__label__1 Keluar masuk melulu
"Katanya gratis ongkir, tapi pas check out ongkirnya super mahal.masa iya ongkirnya jauh lebih mahal dibanding harga barang.kalo gak bisa ngasih subsidi ongkir jangan gembar gembor sok2 gratis ongkir..mana barang yg dipesan gak kunjung sampai, udah 12 hari barangnya yg dipesan tidak jelas entah kemana.padahal sudah pakai shopee express, tapi barang tidak bisa di lacak.chat sama csnya sama sekali tidak membantu, malah disuruh sabar menunggu.bener2 kecewa sama pelayanan shopee",__label__1,"__label__1 Katanya gratis ongkir, tapi pas check out ongkirnya super mahal.masa iya ongkirnya jauh lebih mahal dibanding harga barang.kalo gak bisa ngasih subsidi ongkir jangan gembar gembor sok2 gratis ongkir..mana barang yg dipesan gak kunjung sampai, udah 12 hari barangnya yg dipesan tidak jelas entah kemana.padahal sudah pakai shopee express, tapi barang tidak bisa di lacak.chat sama csnya sama sekali tidak membantu, malah disuruh sabar menunggu.bener2 kecewa sama pelayanan shopee"
"makin jelek nii shopee masa gratis ongkir gak ada yg bisa di pakai sama sekali, ngapain ada pilihan klaim gratis ongkir tapi ujung ujung nya gak bisa pakai?",__label__1,"__label__1 makin jelek nii shopee masa gratis ongkir gak ada yg bisa di pakai sama sekali, ngapain ada pilihan klaim gratis ongkir tapi ujung ujung nya gak bisa pakai?"
TOP UP DARI KEMARIN BELUM KEISI ILEGAL YA?😡😡,__label__1,__label__1 TOP UP DARI KEMARIN BELUM KEISI ILEGAL YA?😡😡
Shopee harus hilangkan verifikasi wajah,__label__1,__label__1 Shopee harus hilangkan verifikasi wajah
Sudah mulai tidak jelas,__label__1,__label__1 Sudah mulai tidak jelas
Aplikasi nya lemot,__label__1,__label__1 Aplikasi nya lemot
Sangat sering eror,__label__1,__label__1 Sangat sering eror
Shoppe sekarang kayak babi,__label__1,__label__1 Shoppe sekarang kayak babi
"hati buat yg daftar spaylater setelah data"" dikirim ujung ujung nya gak bisa. spertinya mereka hnya mncuri data"" kita jangan pernah daftar appun dg selfi KTP. shopee sialan laknat. data"" yg kita serahkan secara online sprti nya di gunakan buat pertarungan 2024. bngsat.",__label__1,"__label__1 hati buat yg daftar spaylater setelah data"" dikirim ujung ujung nya gak bisa. spertinya mereka hnya mncuri data"" kita jangan pernah daftar appun dg selfi KTP. shopee sialan laknat. data"" yg kita serahkan secara online sprti nya di gunakan buat pertarungan 2024. bngsat."
