reviews,label
"Perasaan yg jadi driver shopee food banyak dah. Kenapa setiap pesen shopee-food banyak banget alesan ""Ga Nemu Driver"" nya? Ini pada niat ga sih?? Buang waktu percuma banget.",__label__1
Hanya sekali Terkendala salah alamat tapi semua cepat d tangani. thankyou shopee makin sukses ya,__label__5
Senang belanja di shopy.  Pengiriman tepat waktu dan kurir ramah2.  Senang banget belanja di Shopee.  👍👍,__label__5
Pengiriman Aneh tangerang bogor sudah 6 hari belum sampe..,__label__1
Bingung mau komen ap,__label__1
"Belanja murah tapi kagak murahan,  packing yg rapih dan pengiriman tepat waktu",__label__5
"Gak bisa checkout mulu, padahal user dari tahun 2018, kecewa.. malah ada tulisan aktivitas janggal . Hadehh",__label__1
  aplikasi lot masak tarik dana tanggal pagi tanggal enam malam masuk rekening cepat,__label__1
"belanja mudah dan nyaman tapi kepana setelah belanja berjuta juta,  pay nya di tolak terus",__label__5
Shopee paylater aku gabisa terus padahal belanja terus.  terus shopee food sekarang susah banget cari driver sayang banget jadinya,__label__5
"Belanja online dengan barang-barang yang unik dan menarik,  serta harga terjangkau,  dan banyak promonya. ",__label__5
"Nyaman dan sangat membantu dan aplikasi mudah untuk di gunakan, terima kasih shopee. ",__label__5
Spaylaternya jadi nol,__label__1
menyenangkan,__label__3
Ternyata banyak jga yg akunya logout sendiri,__label__1
"Shoopepay saya tidak bisa di gunakan sehari lebih,tolong di perbaiki",__label__1
Mohon Maaf Kepada Pihak Shopee Mohon Perbaruinnya 4 Bulan,__label__1
Gue pengen marah!!! Sama shoppe tiba tiba kok akun gw hilang padahal udah member gold!!! Dan gw juga GK ngelakuin hal buruk!!!!!! Aduh shoppe shoppe (ngajak gelud)!!!!!!!!!!!!,__label__1
Membantu untuk kebutuhan hidup sehari2 saya. apalagi di zaman pandemi gini. 👍,__label__5
Tolong dong permudahkan dalam log in dan verifikasi nomor telepon.  Selalu ada notif kalau nomor telepon atau email sudah ter-verifikasi dan harus pake nomor telepon atau email lain.  Ini pengguna gk hanya butuh satu akun.  Banyak pengguna lupa email dan lupa nickname itu bagaimana nasibnya? Bikin akun baru aja susah! Tolong perbaiki.  Emang pengguna harus beli SIM card baru atau bikin email baru? Tolong baca komen bintang rendah juga jangan yang bintang 5 mulu yang dibales!,__label__3
"Enak banget belanja di shopee ga   ga perlu cape,  banyak gratis ongkirnya lagi,  thankz shopee. ",__label__5
Sangat bagus membantu untuk pembelian online dan mencari barang yang diinginkan,__label__5
Produk2nya ori2 antara 90 atw 95 dr gambar yg dpjang. hrganya murah2 banget dbanding kita belanja dimall2. hemat waktu hemat tenaga dan hemat uang pastinya. pertahankan yh untuk pelapak2 shopee untuk menjual barang2 yg berkwalitas dan murah2 tp gk murahan,__label__5
Tidak  .  Rata rata produk yg dijual sesuai yg diharapkn. ,__label__5
"Percuma rebutan vocer deal, cashback gak masuk dari vocer, dari tgl1 februari Shopee memburuk",__label__1
"Kenapa saya tidak bisa melakukan pembayaran ya?stelah di checkout kode pembayaran tidak muncul tapi status masih belum bayar, dan ktika saya klik bayar sekarang yg muncul malah barang tidak terdaftar, dan itu untuk smua item.  Sudah bolak balik logout dan uninstal shoppe tpi tetep aja gitu, mohon bantuanya shopee",__label__3
Kode vouchernya eror terus,__label__1
"Masa tiap mau buka aplikasinya harus logout login dulu, klo itu gak mempan masa harus uninstall mulu, gak paham. Shopee skarang begini yak, ribet. Terakhir pernah mo bayar tagihan tapi aplikasinya loading mulu bahkan gak bisa masuk ke fitur spaylater/spinjam (padahal kalo cek barang dipencarian bisa lancar). Kalo sampe saya telat bayar gimana coba? Pihak saya doang pasti yg repot bayar denda, padahal kesalahan ada di aplikasinya.",__label__1
Membantu untuk mendapatkan barang yg sulit untuk di cari dan dijangkau,__label__5
"Suka sm aplikasinya,  cuman sering   krn barang yg d order tdk sesuai sm yg dateng !!",__label__5
"saya sebagai seller merasa terhambat penjualan ,kenapa proses penarikan saldo penjual atau penarikan dana di shopee pay akhir akhir ini selalu di pending ?? tolong di benahi sistemnya terutama dari penarikan dana shopee pay nya",__label__1
"Punya saldo shopee pay ,,tapi di saat urgent mau beli pulsa aja ga bisa dipake",__label__1
Biasanya saya bisa COD. tapi sekarang knp g bisa lagi cod,__label__3
"Skg gak bisa buka shopee, padahal dah platinum, , gmn cara buka akunnya lg",__label__5
Ok pokoknya. yang penting banyakin promo nya juga donk gak cuma gratis ongkir 😀,__label__5
Jangan tampilkan iklan/notify setiap detik,__label__1
"Saran aja ,tolong tambahi penilaian untuk pihak ekspedisinya, beberapa penjual sudah konsisten mengirim pesanan tepat waktu tapi pihak ekspedisinya yg lemot. .  Nantinya malah pihak penjual yg disalahkan.  Ini agar menjadi koreksi juga untuk pihak ekspedisi agar konsisten dengan waktu pesanan sampai di tempat",__label__3
jelek sekarang belum juga pesen udah di bekukan jelek shopee sekarang,__label__1
Saya mau kasih saran soal shopeefood knpa belom ada di daerah saya yah,__label__3
"Permisi admin, maaf mau tanya.  Ini kenapa saya gak bisa update aplikasi nya yah?? Dari kemarin coba update selalu statusnya tertunda",__label__3
Sangat bagus dilihat,__label__5
"Hai shopee.  Saya user yang nyaman dengan fitur gratis ongkirnya shopee.  Tapi ada kendala sesuatu entah karena hapeku kentang, jadi kalo loading aplikasi atau searching gitu suka lama muncul gambarnya. . .  Padahal buat yutuban lancar jaya.  Kalau ada shopee lite versi tanpa game mungkin lebih baik buat hapeku yang RAM nya cuma 2GB.  Maklum blom bisa upgrade karna lom ada rejekinya. ",__label__3
Terimakasih shoppe jaya selalu masalah saya dibantu oleh tim shoppe dengan baik,__label__5
Ongkirnya jangan mahal²,__label__3
"Tolong dong kalo bisa . .  penggunaan voucher nya jangan cmn 2 buah( ongkir+ Vc cashback/diskon) . .  kalo bisa ongkirnya itu di buat voucher standar dan voucher toko sama voucher diskon bisa di gunain bersamaan . .  Contohnya : VC ONGKIR + VC CASHBACK +VC TOKO + Vc lain"" nya . .  pasti makin banyak pelanggannya . .  soalnya ngga ada voucher yang kebuang sia sia . .  #Trimakasihshopee Saya kasih 5 kalo bisa 1jt bintang gua kasih kalo fitur ini mau di approv",__label__3
"Tolong kembalikan sistem pengiriman seperti semula,karna menurut saya itu akan lebih memudahkan pembeli seperti saya memilih pengiriman sendiri,karna ada beberapa kurir yang tidak sopan,galak,dll. . makanya kembaliin lahh kaya dulu",__label__3
23 des BARU UPDATE 2 HARI LALU UPDATE MANING LEMOT MANING...sekarang uda update lagi...4 hari update maning ampuun tobat,__label__1
"Baru update per juli 2020.  Kok sptnya lbh byk nyedot data ya tiap buka aplikasinya,drpd sebelumya,ditambah jg tambah lemot drpd sebelumnya,sptnya trlalu besar data yg kepake tiap nampilkan grafik foto produk.  Coba dibuat standard spt sebelum2nya.  Masak baru browsing sebentar gak smp semenit, data yg kesedot dah 500 MB an. . . gimana ni shop. . . ",__label__3
  aplikasi bagus butuh barang harga jangkau produk bagus sistem cod cinta belanja,__label__5
Aplikasi nya bagus banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Apa mau liat bawah orang apk nya bangus bet,__label__5
  tv download  gratis pay ribu,__label__3
Harga. . . cukup beda ma Lazada. . . .  Saya coba dulu kalo ribet dan buat kecewa . . saya Blacklist. . ,__label__3
"Jangan pernah bayar tagihan BPJS di shopee, pengalaman udh ditolak 2x pembayaran nya, terus ga ada kabar, baru 2 hari kemudian ada kabar, mana ditolak, eh uang nya malah jadi shopee Pay, ampun lah, cs Twitter yg di bio nya siap melayani 24 jam juga respon nya lama, klo misal pembayaran tagihan bermasalah mending hapus aja fitur itu, jangan sampe buat customer nunggu2, ga ada kejelasan, akhirnya ditolak2 juga",__label__1
"Alhamdulillah.  Setelah beberapa kali belanja di shoope,  ssmuanya aman aman aja.  Promonya juga cukup menarik.  Pengiriman dan metode pembayaran yang rekomendid.  Pokoknya bagus deh,  terus pertahanan ya shopee! Sukses terus🖤",__label__5
"SUMPAH SAYA SANGAT MENYESAL. DOWNLOAD DAN ISI TOP UP KE APLIKASI INI. TOP UP SAYA YANG TIDAK SEBERAPA ITU DUA HARI TIDAK MASUK. JADI SAYA SEPERTI MENGEMIS MENANYAKAN SALDO SAYA. UNTUK KAU AJA ITU TOP UP KU SHOPEE, KU ANNGGAP DONASI SAJA.",__label__1
  promo event sampah maen blokir akun tolol,__label__1
  aplikasi bantu,__label__5
Untuk shopee mohon di perbaiki lagi saya sebagai seller yang setia dishopee. .  mohon di perbaiki untuk penarikan dana agar dipermudah dan di percepat ya Soal nya lambat banget . .  udah nunggu lama eh malah ga masul rekening . .  bukan nya untung malah rugi . .  soal nua dana di perlambat . .  mohon di perbaiki lagi,__label__3
"Aku beli masker hrga kisaran 50rbn Stlh mau byr ada tagihan lain skitr 500rbuan Lah terkajut dong,,shoppepay latter bukanny pake pin ya sbln checkout Ko bsa ad yg make, 500rb ,,ga sdkt duit itu Pdhl garpnh beli apa2 gue",__label__1
Makin kesini voucher gratis ongkirnya makin ngeselin. .  masa iya harus beli 90k dulu baru bisa dapetin gratis ongkir?? (Tpi masih bersyukur sih bisa punya barang tanpa capek capek berpergian jauh) makasih,__label__3
"Bagus,membatu dalam jual beli.  Saran saya sdikit Bagi yg grosir. . . . . . harga enceran jagan terlalu murah Harga enceran jagan di smain sama harga grosir kasihan bagi pedagang kecill lain ya Klo kek gitu perekonomian masyarakat amburadul kpan sjahtetah ya bagi kalangan pedangang kecill yg gak tau apa2. . . .  Terimakasih mudah2 di perbaikin.  (yg kaya makin kaya yg miskin makin miskin) salam sjahterah",__label__3
Bodoh aplikasi Lemot parah mau belanja susah,__label__1
Bersyukur ada shopee yang selalu amanah.  Belanja jadi aman dan nyaman,__label__5
  nice senang pakai,__label__5
  harga murah,__label__5
Bagus jasa kirim jadi bisa milih lagi sesuai keinginan .  mkasihh shopee,__label__5
"Aku kasih bintang 3 deh, kenapa di akun saya tidak ada spaylater min? Saya cari cari tidak ada padahal udah saya update aplikasi nya tetap aja tidak ada, mungkin kalo ada spaylater nya di akun saya, saya kasih bintang 5",__label__3
Qw pingin beli lagi.  Tapi nggk punya uwang ini.  Kualitas nya bagus,__label__5
  barang negeri akses sedih,__label__1
"Shopee sekarang banyak kendala, aku udh belanja di shopee udh lama 4 tahun selalu belanja online disini.  Makin kesini makin aneh dan bkin kesel.  Sering gagal buat pembayaran loading trus padahal sinyal ga bermasalah.  Dan suka lemot.  Koin shopee jg jdi tmbah medit ya kesini.  Mohon lebih diperbaiki lg biar pelanggan nyaman ya min. ",__label__3
Kenapa saya susah sekali menambahkan alamat lain ??? Tolong bantuannya.  Repot sekali kalo ga bisa nambahin alamat dengan mudah seperti app lain.  Mohon di perbaiki seger,__label__3
slow respon ... withdraw uang ke rekening Bank kalo dah masuk ke aplikasi ini susah dan lama parah deh,__label__1
Pengiriman jasa j & t lama di antar paket nya ke alamat saya.,__label__1
"Makin hari ongkirnya mahal,, jdi males mau cek out.. Ongkirnya separo harga, tolonglah turunin ongkirnya min",__label__1
"Sangat puas belanja di shopee, ,  semoga selalu memberikan kepuasan belanja kepada customers. ",__label__5
"Semua yang kita butuhkan ada dishoppe tanpa repot"" Cari sesuatu kalau dadakan",__label__5
"selalu puas belanja di shopee,  Alhamdulillah dah hampir 1tahun langganan disini, GX pernah  ",__label__5
Walaupun Terkadang suka logout sendiri dan buffering terus walaupun sinyal bagus,__label__5
Penarikan dana kadang bisa kadang nyangkut . Hati2 buat pengguna baru,__label__1
"Shopee Sekarang malah ribet gakayak dulu lagi,mau saya mau check out udah 2 x ngabisa, tulisan nya voucher tidak bisa digunakan untuk jasa kirim Cod padahal ditulisanya waktu pilih jasa kirim ada pembayaran cod didukung,udah deh ga usah diribet²tin mending kayak dulu aja gampang, padahal shope ini apk online shop kesukaanku,tapi sekarang aku malah suka sama apk yang lain yang gak ribet",__label__3
Makin hari makin jelek. Loading lama banget. Cuma dishopee! Mau nerusin pembyaran slalu ga muncul gambarnya. Layar cuma putih smua. Di ulang2 berkali-kali tetap bgitu. Produk diblokir ga jelas. Pdahal ga melanggar aturan. padahal toko lain lebih parah. Shopeepay jatuh tempo tgl 5. Tapi tgl 20 udah ditelponin terus. Sehari bisa sampe 20X. Pas sudah bayar pun masih di telpon trus. Padahal bayarnya tidak melebihi waktu tempo! SAKIT APLIKASINYA! RAM hp saya Sudah Besar! Emang aplikasinya yg jelek,__label__1
Aku mau beli nano spray,__label__5
"Bagus Sampe Sekarang Make Masih Aman""aja😅",__label__5
Makasih shopi pertama belanja sampe skrng ini pokoknya puas deh dengan ada COD nya. ,__label__5
"gak sehat pertarungan nya, selalu aja ngeleg setiap mau checkout. tiba tiba habis. coba perbaiki sii server kalian ini.. selalu event rebutan jam 00.00 anehh. seperti ada yg pakai cheat. tolong lahh. yg seehatt. perbaiki server jaringan. perbaiki akun akun cheatt.",__label__1
Yang penting amanah dan ongkirnya kalobisa jangan terlalu mahal ntuk luar jawa walau beli ntuk kedua kali dan seterusnya,__label__5
Sangat bermanfaat sekali hehehe,__label__5
aplikasi penyedot kuota,__label__1
Halo aku FAREL PENGUNABARU SHOPEE UMURKU 9 TH AKU TIDAK SUKA ORANG YANG KOMENTAR BURUK KEPADAORANGLAIN AKUMALAH MEMUJI/DAN MENGHARGAI KERJA kERAS MEREKA . AKUMOHONSEKALI JANGAN MENKOMENTARI YANG BURUK KITA KAN BISA BERBICARA BAIK BAIK,__label__5
"Jangan mau download shopee tokonya gag amanah semua w order 300ribu refund gag dapet apa"" uang hilang barang juga hilang . sumpah shopee jelek banget . w mau habisin shopee pay w langsung w uninstal . w dah serung kaya gini . parah shopee sekarang lebih memihak ke penjual . custemer di no.2 kan . jangan mau downlod .mending cari merchant yg amanah deh .",__label__1
"Kecewa sama shopee ,masak mau order aja mucul tulisan""(gagal)akun anda ...mecurigakan......baca kebijakan...."" ah kurang lebih itulah pokoknya.padahal sudah melengkapi data profil dan saya dah langganan beli di sini dan baru kali ini gk bisa order.Tolong diperbaiki segera demi kenyamanan konsumen!!!",__label__1
"Smuga shopee makin terus maju,,dan banyak promo serta murah lain nya trima kasih....maaf saya rilis sengaja saya turunin bintang nya..4 x daftar paylaters gagal terus..sedangkan saya belanja terus..mlz auto uinstal aja kya ya",__label__1
"Sangat bagus,  mudah dan terjangkau harganya,  cepat pengiriman nya dan ramah kurirnya",__label__5
"Apaan ni komplain,barang gak sesuai kesalahan dari pihak penjual,retrun malah pembeli yg bungkus dan nganterin pula ke expedisi,ribet banget niat beli cuman dari hp doang ini malah kemana mana perbaikin lagi dah gratis bukan solusi ya bos.",__label__1
Sll puas blnj disini.  tpi klu bisa lebih bnyk gratis ongkir n lebih terjangkau lgi.  terima kasih🤭🤭🤭,__label__5
Bagus sangat membantu😍,__label__5
aplikasi setan dana sy hilang 600 rbuan krena system untk penarikan dananya g jelas,__label__1
Tidak bisa bayar tagihan spaylater jadinya gara2 shopepay eror,__label__1
Trimakasih sudah memudahkan saya dalam berbelanja dan promo yg sangat baik,__label__5
"PENGIRIMAN LELET ,LAMA PISAN !!! LEBIH  DI LAZADA !!",__label__1
"Aplikasi yang sangat bagus untuk orang yang suka belanja online,  aman dan sangat terpercayaii",__label__5
"Awalnya belanja di shopee oke banget, tapi makin kesini kok cashback dan gratis ongkirnya minim banget.  Padahal itu yg paling dicari dan membedakan dg toko yg lain.  Jadi bikin pengen pindah ke lain hati.  Udah gitu skrg shopee gamesnya di beberapa HP ga bisa dibuka, padahal sudah di update.  Apalagi shopee tanam, sudah nanam lama2 dikit lagi panen, eh ga bisa dibuka. ",__label__3
"Gajelas pengajuan di tolak terus, di aplikasi lain lancar",__label__1
Mantap. sangat memuaskan. josz. vhocer nya kurang semoga kedepannya tambah sukses. ,__label__5
Iklannya ganggu banget tiap menit muncul terus ini knp?,__label__1
cukup memuaskan untuk sementara nggk tau deh kedepannya. ,__label__5
Sangat puas sekali belanja di shopee,__label__5
Tolong iklan nya jangan di kasih muncul ya saat anak saya main game soal nya dia kadang ngeluh mohon bantuan nya,__label__3
"Ini mah gk usah ditanya, pasti shopee bagus bngt, mempermudah, habis itu mudah",__label__5
Makin di upgrade makin susah jaringannya. Jadi males belanja dishope,__label__1
Bagus sangat enak gak rugi,__label__5
Pelayanan buruk,__label__1
Ngk pernah beli barang online selain di shopee.  Tingkatkan terus yah,__label__5
Selama cod puji syukur Alhamdulillah tidak  .  Bagus dan aman kelancaran pengirimannya,__label__5
Kenapa tiba tiba akun Ku GK bisa dibuka ya??? Pdhl baru isi shoppe pay malah ditutup GK bisa login lagi,__label__1
"Hampir semua barang yg dipesan realpict,  tp msh ada jg yg ga sesuai. ",__label__5
App buruk.  di tunggu big sale y.  giliran sdh jam nya malah eror² truss.  👎👎👎👎,__label__5
"Pelayanan shopee foodnya jelek,lalu driver nya tdk bertanggung jawab, klo sdh tau mau antar paket ke alamat yg jauh, jangan diambil orderan makanannya, ini malah diambil, trus 2,5 jam makanan ga sampai2, padahal lokasi restoran dan kantor hanya 15 menit, makanan sdh tdk enak, udh komplen ke shoppe nya siruh diganti drivernya, malah ga diganti2, disuruh dibatalkan, malah ga dibatalkan. Parah sih kecewa bngt sama aplikasi shopee foodnya, saya udh 2x ngalamin kaya gini",__label__1
Saya kasih bintang 3 karena saya tidak muncul² Spaylater nya pdhl saya sering belanja di shoppe.  Saya akan berikan bintang 5 kalo saya dapat Spaylater,__label__3
Cashbace kenapa di kurangain setiap pembayran pake shopepapy 😭,__label__1
"Sangat membantu, kwalitas barang juga terjaga. apalagi ada shopee fresh yang dapet chasback jadi tambah seneng blanja di shopee",__label__5
"Senang sekali bisa belanja online di shopee ini,  mantap pokok nya",__label__5
"Kenapa di beranda semuanya yg muncul dari Jakarta dan sekitar nya saja? Saya pingin pesan nya dari dekat aja, agar lebih cepat sampai, saya di Jawa timur, tambahkan pencarian khsusus region donk, filter nya gak bgtu fungsi, masa iya se Jawa timur cuma ada dari Surabaya. .  kan aneh. ",__label__3
kenapa jadi lama begindang min.  ko tiap buaka apl nya g pada kebuka piture2 nya. lemott,__label__5
"Knapa shopee saya sekarang gak bisa kebuka gambarnya dan chatnya (tidak bisa digunakan) padahal sinyal bagus, make wifi juga sama gak mau, makek hotspot juga sama, ya bisa dikatakan gak bisa kepakai",__label__3
  baik belanja cari hasil puas,__label__5
  lumayan baik kembali dana cepat beda aplikasi belah barang return terima jual dana langsung kembali tunggu cek bukti foto,__label__3
"Kenapa oh kenapa?! Kebijakan mesti dirubah region block Ind ya Ind, Cn ya Cn, Myr ya Myr.  Toko Indo pada pasang Harga cuan nie buat komponen komputer VGA harga tidak cocok untuk penduduk Kerehore, Contoh RX 6600XT di Indo(10~11Jt) dan di Myr(6~8Jt) Ya masa nyebrangin laut 20hari naik harga 2Jt'an.  Udah seneng"" dulu bisa beli barang dari luar sekarang cintailah toko dalam negeri Yg harga tidak mengenakan Dompet!",__label__3
"Memudahkan kita mencari brg yg kita butuhkan,  apalagi saat pandemi seperti ini",__label__5
Komplen gk ada solusi..jawaban robot trus,__label__1
"Mohon untuk segera diperbaiki aplikasinya, ngeleg, kurang responsif dll.  Permasalahan seperti ini banyak dikeluhkan oleh para pengguna shopee.  Jgn sampe pelanggan setia beralih ke aplkikasi shop lainnya, mohon dicatat ini PENTING.  Terima Kasih",__label__3
"shopee ni kbiasaan sekli, sering batasi akun saya setiap ada saldo shopepay ku.uda sering",__label__1
"aplikasi hanya memfasilitasi penipu, saya ditipu 972.000, tidakannya shopee hanya memblokir toko saja, 972.000 buat saya sangat berharga pak, untuk modal saya terakhir, 3x lapor ditutup, ini gimana aplikasi kok hanya menguntungkan penjual, nasib saya yang kehilangan 972.000 ini gimana, itu buat saya uang banyak lo pak.",__label__1
"Barangnya sesuai gambar,  mantap. ",__label__5
"mau tanya, mengenai shopee pay, saya sudah memasukkan rekening bank saya sesuai dengan petunjuk dan buku tabungan tetapi selalu tidak diverifikasi, bagaimana ini? masalahnya saya mau melakukan penarikan uang dari shopeepay, tolong ya responnya",__label__3
Bagus buat orang2 yg males keluar rumah hehe tinggal klik,__label__5
Sya udah transfer saldo berkurang sesuai pembayaran tapi barang masih belom terbayar/ tidak direspon . .  setelah 24 jam barang yang saya beli akhirnya DIBATALKAN . padahal saya udah transfer saldo berkurang juga . .  kirain uang kembali di shoppepay ternyata tidak . . ,__label__3
"Bingung sama pengiriman shopee yg sekarang, saya pakai reguler memang harganya turun dari biasanya tapi ini kok lama ya kan reguler. .  lebih baik ke semula aja bisa pilih pengirimannya. .  mohon ditindaklanjuti",__label__3
Balikin cashback 3000,__label__1
Setiap pembelian dgn shope banyak untungnya.  Happy day . ,__label__5
"Gimana ceritanya ini Baru daftar no Hp udah ada yang make , parahnya lagi g bisa beli barang pula , udah di reset tetep aja kaga bisa, malah di batasi pembelian kan baru daftar , malah di suruh foto ktp pula , udah di top up mlah kaga bisa beli barang , tolong dong di benahi sistemnya mimin",__label__1
"Opsi pengiriman tidak tersedia, sampe ganti akun berkali-kali saking kepengen belanja tadi dan padahal cache udah dibersihin sesuai instruksi tapi tetep ga bisa cekout (buat pesanan) juga.. ywd apa bole buat!! mau belanja susah amat 😌",__label__1
"Setiap mau masuk ke toko. . .  selalu gak bisa.  Ada tulisan ""mohon maaf sedang dalam perbaikan.  Itu kenapa ya?",__label__3
"Masukan saja, sebaiknya data KTP yang sudah pernah didaftarkan bisa direset juga, sehingga jika ingin membuat akun baru, mereka bisa menggunakan ktp mereka sendiri, tidak menggunakan ktp orang lain,.  Karena privasi juga kan kalau pakai ktp orang lain. ",__label__3
"Aplikasi nya bagus semua yg ku mau ad disini,  yg penting cuannya bnyk😅😅😅",__label__5
"Belanja di shopee,  Barangnya original,  No tipu"" ,  Pengirimanya cepet,  Pokoknya recomended bngt deh shopee",__label__5
"Saya marasa terganggu dengan adanya iklan shopee yg tiba2 di hp saya,",__label__1
"Aplikasi ini sangat baik dan bagus,  dan APK ini barangnya selalu murah². ",__label__5
"Monmap nih mba/abg nya saya sudah byr paylater atau pun spinjaman udh kesekian kali nya loh ini, sya sudah byr tpi msih di telfon tlong di cek kembali sebelum di telfon.. 1 lgi tlong bahasa atau nada nya lebih di sopan kan lagi TERIMA KASIH bikin gk nyaman ajah",__label__1
  minimal dm detail keluh ig direspon twitter direspon parah layan,__label__1
"trimakasih shopi sudah mempermudah orang yang mau belanja & susah nyari barang di daerah tmpat tnggal,  juga tidak  ",__label__5
Mantapp.  Sangat recomended banget. semangat terus pt shopee indonesia. ,__label__5
"Gimana dong ini saya sudah terlanjur memesan tapi masih di kemas di lacak padahal udah 4 hari shopee udah di update juga masih tetap kaya gtu barang belom juga dateng, saya tidak bisa tau kapan datengnya kalau kaya gini",__label__3
  beli pulsa siang malam masuk nyolong uang orang,__label__1
  jasa ekspedisi pilih ulah kena potong top up shopepay parah,__label__1
"Puas dgn kemudahan dan layanan,  ditambah ada fasilitas paylater. ",__label__5
"Untuk saat tolong biaya soppy pay nya bisa pake pls, karna gak semua orang punya rekening bank, tolong untuk admin, agar di permudah, terimakasih. . .  dan turut berduka untuk armahum. .  wassalam. . ",__label__3
Kenapa jasa kirim tidak tersedia,__label__1
"saya barusan transfer by va mandiri u/ transaksi yg serba 10. 000 hp xiaomi.  wkt udh proses verifikasi terakhir entah knp lamaa sekali u/ finishnya.  krn saya tkt eror & ada apa2 dgn kartu atm akhirnya saya cancel dgn memencet all tombol di mesin atm spy kartu atm saya keluar.  tryt keluar struk dr proses transfer td & uang saya kepotong 10. 000 tp di notif shopee msh ""blm byr"".  akhirnya saya transfer ulang & prosesnya normal, pembayaran terverifikasi.  uang saya hilang, untung aja cm 10. 000. ",__label__3
Aplikasi jelek msa pesan barang mellewati tanggal estimasi🤮🤮,__label__1
menurut ku..shopee paling mahal d ongkir nya,__label__1
Sangat memuaskan. ,__label__5
"Bentar"" Updet 😁😁😁😆😆😅 unistal aja ,pake web aja kalo mau liat shopee",__label__1
   bangat cari untung spaylater bunga jaman susah bunga enak,__label__1
Puas belanja di shopee,__label__5
"Sangat membantu sekali,  barang² nya juga realpict sangat membantu,  selalu puas dengan shopee ❤️",__label__5
"Belanja jadi menyenangkan,  tanpa perlu keluar rumah.  I like shopie",__label__5
"Aplikasinya berat ,  butuh sinyal gede",__label__5
   akun sedia pay latter belanja profil lengkap ktp nomor rek data lengkap tolong tinjau,__label__3
Bisa belanja2 pakai shoppe paylater. belanja sekarang bayar nanti.  makasih shoppe,__label__5
"Shopee sangat bermanfaat,  buat belanja oke,  jualan juga oke.  Sukses terus yah shopee",__label__5
Menurutku apk ini sudah sangat bagus dan ak sering banget langganan disini :),__label__5
  diskon,__label__5
Makin lama makin ancur.ini yg error aplikasinya ato hpnya sih,__label__1
"Min saya kurangin.  ,Ini setelah upgrade shoppepay menu isi saldo sama kirim uangnya hilang ?? Malah jd menchant shopeepay gmana ini min minta solusi ? Mau chat lewat aplikasi antri ampe 500.  Pas udah di 400 stuck ga berkurang.  Gmna nihh",__label__3
solusi mudah untuk belanja apapun,__label__5
"mau tanya gimana cara penggunaan voucher free ongkirnya, kenapa setiap pasang voucher free ongkir keterangannya sudah terpakai, tapi pembayaran tetap ada ongkir nya. . ?? bintang saya kurangi, maaf. .  bintang akan saya naikkan setelah ada penjelasan. .  makasih. . !",__label__3
"Sekaranh ribet, nga kaya dulu. harus pakai shopee pay baru bisa dpt potongan ongkir. . mana kita di daerah kendala jarak. ",__label__3
"Shopee membatalkan secara sepihak ketika barang yang sudah dikirim akan tiba ke pembeli, sudah chat berkali-kali dan menunggu lama respon hanya disuruh menghubungi pembeli agar melakukan pembayaran dengan shopeepay. Secara logika tidak semuanya orang baik dan dapat dipercaya, ada orang yang barang sudah tiba tapi karena dibatalkan oleh shopee akhirnya yang rugi penjual sehingga barang tidak dibayar. Sudah chat di pusat bantuan & kirim email hasilnya sama, disuruh menghubungi pembeli.",__label__1
Knp yah aku tidak bisa mendownload aplikasi ini padahal penyimpanan hp saya bersih loh Giman nih,__label__3
"Makin jelek nih aplikasi, gratis ongkir nggak bisa 0 rupiah, toko luar negeri banyak yg diblokir, aplikasi lemot, kebanyakan game nggak jelas,",__label__1
"Hai Mimin!! Tolong aplikasinya di perbaiki:( Soalnya tiap mau search barang atau mau liat pesanan kita suka nglag:(( Padahal jaringan bagus,kuota masih banyak,udah hapus cache masih tetep ngelag dan malah keluar trus dari aplikasi nya:((",__label__3
"Sangat buruk pelayanannya. 2 akun tiba-tiba di blok/di tutup secara paksa. Itu adalah sumber penghasilan saya karena sudah platinum statusnya. Padahal tidak melakukan pelanggaran apa-apa. Buat akun shopee baru, sudah top up meski tidak banyak tapi justru di blokir shopee pay dalam keadaan saldo masih fresh belum dj belanjakan!! Menyesal sdh berlangganan di e commerce shopee ini. Mending ke lazada!!!",__label__1
"Sejak gabisa milih ekspedisi jadi gabisa ngirim ke alamat saya, selalu jasa pengiriman tidak tersedia. .  sedangkan kalau mau mengubah pengiriman harus check out dulu, gimana mau check out kalo pengirimannya tidak tersedia. .  Kok malah mempersulit sih, kasihan yang di pelosok papua ni.  Apalagi yang pilihan ekspedisinya terbatas 😒",__label__3
Aplikasi nya bagus tiap belanja selalu saja memuaskan udah sering saya belanja di shoopee,__label__5
"Selama ini puas dengan shopee. . .  Cuman voucher gratis ongkir nya hanya shopeepay dan shopee pay later yang banyak sekarang. . .  Sedangkan saya tidak pakai dua2 nya. . .  Terus ongkir ke luar pulau jawa kalo bisa dimurahin lagi. . .  Setelah di update kok aplikasi nya jadi lelet gitu, loading nya lama. . . ",__label__3
