label,review
__label__1,Makin jelek ongkir makin mahal pdhal msh 1 kota untuk ukuran barang kecil harga barang jg gak nyampe 50rb tp ongkir nya busyeett 75rb pas dipakein gratis ongkir dapet potongan 13rb doang
__label__1,lelet
__label__1,Masih aja ada penipuan.  Udah dilaporkan malah gk ada respon dari pihak Shopee  padahal sejak awal kalau ada kendala ataupun apapun itu silahkan hubungi pihak Shopee kami.  Udh lapor lewat aplikasi dan pihak berwajib malah diremehkan  tetap gk ada pertanggungjawaban
__label__1,Sangat mengecewakan.  Saya kehilangan uang banyak bukan dikit.  Mohon pelayanan sistem  nya di perbarui sangat merugikan pihak pengguna.  Terimakasih
__label__1,kecewa gk bisa masuk menjual
__label__1,event dua juta  nya rusak padahal aku gk ada berbuat curang
__label__1,Gmana sih shopee  kok bisa saldo ku dari 160k berubah jadi 89k Padahal aku gak melakukan pembayaran apapun tapi  pas aku cek akun shopi ku udh melakukan pembayaran ke google play  Gmana sih! Padahal gak ada yang tau akun shopee aku Kok bisa saldo ku berkurang Tolong di tindak lanjuti shopee!!! Saya terkejut sekaligus kesal sekarang ini!!! Stidak nya beritahu itu saldo berkurang  Karena melakukan pembayaran di aplikasi apa! Bingung aku sumpah!!!! Kecewa aku
__label__1,Sangat kecewa karna ongkir  nya lebih mahal dari pada produk nya   padahal pesan  nya di daerah yg dekat   di luar Jawa sungguh mahal   untuk voucher gratis ongkir udah susah di gunakan
__label__1,Semenjak ada Shoope Express pengiriman lambat . . . gk kayak dulu lgi bisa pilih kurir
__label__1,MAKIN KESINI MAKIN BURUK SHOPEE! MAKIN JELEK.  SERING BELANJA DAN TERGANGGU G BISA CHECKOUT KARENA JASA PENGIRIM TIDAK DIDUKUNG.  RIBET
__label__1,Kecewa  beli pulsa dari shopee tapi pulsa nya ngga masuk² biasa nya tidak seperti ini.  Tolong ditindak lanjuti
__label__1,Kecewa banget sama shopee  padahal akun saya tidak melakukan hal apa apa  tetapi terblokir dengan sendirinya  sialan mana di Shopeepay masih ada saldonya
__label__1,Bohong kata  nya kasih bonus dua juta dgn mengajak teman  saya tertipu
__label__1,Ngelepasin duit dari penjual ke saldo penjualan dua puluh empat jam dari pesanan di terima Ngelepasin saldo penjualan ke rekening PEMERIKSAAN dua kali dua puluh empat JAM Upload produk baru dan edit barang PEMERIKSAAN dua kali dua puluh empat JAM YOK KOK MAKIN BOBROK SIH
__label__1,Pencairan dana penjual terlalu lambat TIDAK WAJAR !
__label__1," Sangat mengecewakan semakin kesini pelayanan kayak keong  dari awal nya hitungan menit skrg harus berjam"" menunggu  semakin lama semakin buruk sih shopee"
__label__1,tidak mempunyahi kebebasan memilih jasa pengiriman. . .  payah
__label__1,Admin nya shopee ganti aja deh yg baru yg lebih kompeten.  Masa mau login aja dikirimin kode otp  nya beberapa jam kemudian.  pilih yg via tlp  gak di tlp tlp.  Admin wa lemot.  Sms gak di sms.  Ih parah
__label__1,Berat nya kau saat di buka kadang menyebalkan tak ada perbaikan sejak dulu
__label__1,sangat kecewa produk yg kita mau jual selalu d persulit
__label__1,bikin emosi   masa iya ngisi pulsa aja sampe sekarang tidak masuk masuk kata  nya di proses sampe sekarang gk masuk2. .  orang beli pulsa itu berarti perlu lah ini shopee pay  nya sudah di potong pulsa  nya tidak masuk sdh aku chat cs shopee di suruh nunggu 1-3 hari  ini sudah 3 hari lebih tidak masuk masuk pulsa  nya bikin emosi nih
__label__1,Apa apaan coba.  Jelas jelas di shopee pet saya ada kendala gak bisa ngasih snack ke temen.  Eh di jawab sama tim shopee lewat email gada kendala pada shopee pet.  Kalo gak percaya suruh ke cirebon tim  nya  Emang gabisa kasih snack cuma Shopee pet saya yang lain masih bisa kasih snack ke temen.  Masalah kecil gitu gabisa bereskan atau pegawai Shopee  nya yang males.  gak profesional banget!!!!
__label__1,Masih saja mengganggu  Apa mau saya expos  Viralkan. ?  Monyet lu
__label__1,Kacau jg Shopee ini sering mengecewakan  yg terakhir saya alami pesanan saya pukul 21. 35  trs kan batas waktu pembayaran 24jam  tp saya bayar gak sampe 1 jam dari waktu pemesanan  jd saya bayar sekitar pukul 22. 00  tapi kenapa pukul 00. 34 dibatalkan?  Brti 3 jam saja pesanan saya di batalkan.  Trus voucher saya yg sdh di pakai hilang tidak dikembalikan.  Parah shopee ini ternyata ya
__label__1,wow beli pulsa 2 hari belum masuk sangat tidak memuaskan pokoknya
__label__1,shopee sekarang jelek kebanyakan ganggu streaming yt gua
__label__1,Kenapa ya beli pulsa gak masuk masa iya harus tunggu paketan kayak order barang buruk
__label__1,Banyak bgt masalah  nya bayar indihome tgl 19 tapi gak masuk² sampe sekarang tolong perbaiki itu shopee gak jelas
__label__1,IKLAN MU ASU BABI
__label__1,beli pulsa dua kali saldo kepotong tapi pulsa gak masuk Beli pertama malam sekitar jam delapan Beli kedua pagi nya sekitar jam sembilan kedua nya gak masuk saldo hilang
__label__1,Shopee untuk seller layanan  nya sangat buruk  dua kali penarik saldo penjual gagal terus.  Mending di sebelah aja
__label__1,Hari minggu tgl 20 juni akun shopee saya di retas pihak tak bertanggungjawab dan info pribadi di akun saya di jadikan bahan penipuan berkedok undian berhadiah.  Saldo spay saya sekitar satu juta juga di kuras habis.  Memang sebagian juga salah saya karena begitu gampang nya tertipu hanya karena dia tau segala informasi pribadi dari akun saya.  Tapi juga kok bisa dengan gampang nya dia masuk akun shopee saya tanpa terdeteksi.  Mohon untuk tingkatkan lagi kemanan nya  Semoga tidak ada yg dirugikan lagi
__label__1,Palayanan nya sama sistem  nya masih banyak yg kurang memuaskan.  Dr proses saldo pencarian  proses transfer ke bank   proses penarikan dana ke shopepay lambat mengecewakan.
__label__1,Ongkir  nya mahal
__label__1,Aplikasi jelek  akun di blokir saldo di tahan.  Dasar penipu  kembalikan saldo saya!!
__label__1,Pelayanan sangat jelek
__label__1,Ada  nya shopeepay malah ribet
__label__1,Saya beli pulsa pake shopeepay tidak masuk2 udh tiga harian  pdhl saldo udh otomatis terpotong pd saat transaksi itu juga.  tanya ke cs kata  nya suruh tunggu sampai tiga hari  mbok ya dikasih solusi apa gmna gtu.  Wktu di konfirmasi lg ke cs  nya cuma bilang mau bantu cek status  gw ngecek sendiri di status pesanan juga bisa.
__label__1,Shopee gimana sekarang kok pelayatanyamakin jelek sih  saya pesen barang sekarang lama sekali sampainya  yang biasa nya cuman 3 hari paling lama  lah ini semenjak ada update pengiriman  nya malah jadi lama  hah kecewaa lah mending sekalian belanja di market place lain
__label__1,shopee aplikasi gak guna  bikin pusing
__label__1,Keamanan ny kek tai masa mau ganti pw shopee pay aja gk bisa ampe gua di keluar dr akun gua
__label__1,Sangat kecewa banget    sering belanja    sampe sekarang gak pernah dapat shopee paylater. . . . . .  Payah bgt
__label__1,Gak tau shopee sekarang jelek banget
__label__1,Gak aku sangka. . .  Saya kerja buat beli barang untuk anak saya biar bahagia.  Pas mesan di aplikasi SHOPEE ini  malah di buat kecewa. . . . . .  Gak usah sok amanah kalau hanya membohongi sesama WNI
__label__1,tolol
__label__1,Kalau saya sebenar nya mau masuk ke shopee ini tapi ribet ngak kayak lazada gampang daftar akun  nya aja susah amat shopee ini coba di permudah lah dikit dikampung saya ngak ada yang pakai shopee susah amat soalnya
__label__1,Produk yang anda cari tidak tersedia ! Makin kacau.  Produk luar makin dihilangkan!!
__label__1,Akun saya Di blokir permanen padahal gak ada diapa-apain.  Cuma ikut event dua jt Share link di grup Fb dan Wa.  mau balikin males bgt udah gak suka
__label__1,Ongkir  nya mahal banget
__label__1,Limit shopepaylater main dibekukan saja tanpa ada pemberitahuan sebelum nya sangat mengesalkan
__label__1,pelayanan kurang
__label__1,mulai males dengan jasa pengiriman shopee express aneh barang dua hari di Jakarta terus tidak bergerak padahal saya lagi membutuhkan  nya kenapa tidak ada pilihan jasa pengiriman lagi  harus nya kalo pengen di ambil alih harus lebih baik ini malah makin buruk payah
__label__1,Pesan barang kurir j & t  cod ko malah d return dan d batalkan.  Tidak memuaskan
__label__1,kecewa dagang barang tertahan lama tunggu2 diskusi ujung2  nya barang dikembalikan. . .  kecewa banget jualan dishopee
__label__1,Pembelian barang flash sale yg di beli barang pesanan tidak di kirim sangat mengecewakan
__label__1,Iklan tai
__label__1,gk bisa upload produk shopee kurang ajar
__label__1,Tapi kadang kadang belanja di shopee belanja  nya jarang sesuai itu buruk nya
__label__1,KLAIM KOIN SUSAH MIN YG ADA HABISIN QUOTA MIN!?  TOLONG!!! CAPE BUANGIN QUOTA!!!! TOLONG DICHECK APLIKASI LEMOT DAILY CHECK IN LOMPAT HARUS nya 100 LOMPAT!!!! CAPE NIH BEGINI TERUS MAKAN HATI!!!!!!!
__label__1,Saldo tidak masuk barang sudah diterima suruh nunggu terus padahal sudah dua hari
__label__1,aplikasi terburuk daftar aja ko ribet susah yg bikin aplikasi nya goblok orang mau beli barang blanja ko di persulit
__label__1,Shoppe lemot bgt  sering bgt klo lagi liat liat barang  gak bisa di klik sampe emosi sendiri   Payah!!!!
__label__1,Habis duit gua diambil sama shopee anjir Padahal masih ada 100 ribu di shopee pay Pas besok nya habis bangke gua belum pesen dah habis dan padahal gk ada utang di shopee aku
__label__1,Shopepay berhasil tapi gak ada saldo  nya boong aja nih aplikasi
__label__1,Shopee aplikasi bapuk. . .  order dibatalkan. .  akun f02. .  Najis gua pake lagi. .  Mending pake aplikasi yg lain. .
__label__1,Gak jelas aplikasi nya masa gk bisa narik duit yang bonus dua juta  malah penarikan gagal  kalo emg gk niat kasih gk usah kasih
__label__1,kecewa banget sama pihak shopee.  dana saya hilang di shopee pay malah di suruh menunggu dan saya sudah menunggu selama 1 minggu lebih tp tetap di suruh menunggu
__label__1,Sangat tidak konsisten
__label__1,Shopee lelet ya skrg  respon bantuan  nya lama ngantri  nya  klo pun tersambung  respon  nya lama. . .  barang saya belum dikembalikan pihak kurir  keterangan  nya sudah selesai  gmna sih?  gak bertanggung jawab nih shopee
__label__1,gak bertanggung jawab
__label__1,lemot
__label__1,APASIH SHOPEE INI  TIBA TIBA AKUN F02 GK MELANGGAR PERATURAN MANA ADA BANYAK SALDO DI AKUNYA  tanya CS GK KELAR KELAR
__label__1,apa apaaan ini  kok semua yg bagus lucu dan diluar negeri gak bisa dibuka  pasti ada tulisan  produk yang anda cari tidak terdaftar  menyesal
__label__1,Tolong pihak Shopee supaya bisa membuka blokir produk yang dari luar negeri  yang memang produk  nya tidak ada di Indonesia  karena tidak semua  nya Indonesia bisa menyediakan barang-barang  nya  Saya sangat kecewa dengan kebijakan ini.
__label__1,Maaf  apakah Shopee error? .  saya gak bisa melihat produk dari luar negeri  dan produk yang saya favoritkan tidak bisa di buka. padahal saya mau beli.  Tolong diperbaiki.
__label__1,JUJUR KECEWA SIH SKRG SAMA SHOPEE
__label__1,Terlalu ribet buat pemula belajar jualan online.
__label__1,Ribet paylater nya susah ditemukan g kaya bukalapak lazada instans tidak membingungkan pengguna. .  saya chat yg bisa gunakan paylater cuman d pilih aja wkwkwkkw jijik gimana custumer mau puas
__label__1,Ribet asw. .  daftar OTP ngk muncul muncul udahlah uninstall aja ribet banget
__label__1,Tidak bisa cekout   udah lebih dari sebulan gak bisa cekout
__label__1,Jelek  lemot Udah gak ada freeongkir kayak dulu Dulu aja cuman belanja 50k dpt ongkir 20k Sekarang mah gak ada Harus belanja mahal dulu Banyakin freeongkir nya!!!
__label__1,Event 2jt Apaan. .  Saya Dan Teman-teman Udah Ajak Orang Download Shopee Pas Mencoba Menarik Uang Dri Hasil Ajak Teman Malah Ditolak Kemudian Tidak Bisa Ikut Event Dengan Alasan Aktivitas Janggal.  Sungguh Kecewa Dengan Event Shopee
__label__1,Balikin toko yg dari luar negeri lah  banyak barang yg gak ada di toko indo payah lah shopee\
__label__1,sudah berapa kali brg tak sesuai udah mahal lg harga nya kapok shopee tak bagus
__label__1,Kecewa si kenapa shopee sekarang nggak ada toko di luar negeri lagi. .  padahal saya suka beli skincare dari luar negeri langsung. .  sekarang malah nggak bisa lagi. . .  Tolong dong shopee di adakan lagi untuk toko di luar negeri nya . .
__label__1,data pribadi tidak aman dan banyak terjadi penipuan. . .
__label__1,Makin payah
__label__1,SHOPEE GK AMAN MENGAPA SALDO SAYA DI SHOPE TERPOTONG PADAHAL SAYA TDK ADA TRANSAKSI. .
__label__1,bukan kecewa  tapi SANGAT. .  SANGAT. .  SANGAT . . KECEWA. . .  kebijakan yg sangat tiba2 tanpa sosialisasi . .  mengacaukan rencana yg sdh disusun bbrp waktu terakhir.
__label__1,Kecewa  pay later untuk wilayah Aceh tidak bisa di gunakan. .
__label__1,Saya chat melalui cs shopee langsung Di akhiri proses chat.  Ini nama nya kurang ajar Dan tidak Ada Etika  nya Kalau kerja sebagai cs shopee Yang ikhlas jangan cuma kejar duit Aja
__label__1,Shopee Express yang buat jelek Shopee
__label__1,gak jelas nawarin shopeepay tapi gagal terus   kalo cuma mau nolak lebih baik jangan menawarkan
__label__1,Kenapa produk dari luar negri gak bisa dibeli  soal nya produk dari Indonesia gak tersedia jadi saya beli dari luar negeri  tapi gak bisa di beli kalau barang dari luar negeri
__label__1,Apk penghabis uang asw!!!! gak ngotak jg  uang gw habis
__label__1,karna barang dari Luar Negeri gk bisa diakses lagi.  Sedih
__label__1,kesal BANYAK TINDAKAN YG SEPIHAK TERMASUK DALAM PENGEMBALIAN BARANG
__label__1,Tak bagus
__label__1," setiap buka shopee slalu ""terhenti"" dan parah nya rawan penipuan"
__label__1,Terlalu banyak iklan
__label__1,Event nya suruh ajak pengguna baru  pas ditarik ditolak  klo gitu gak usah bikin event klo cuma bohongin user  emang salah ya pake hp nganggur  harus nya tim shopee udah memperhitungkan dong klo 1 orang pasti punyah beberapa hp.
__label__1,Plis lah shope kode otp  nya jan lewat panggilan gak kedengaran kode padahal di telepon ngomong  nya kaya gitu kode  nya tapi pas di masukin kode  nya salah emang babi kau nih
__label__1,Diskon  nya boong.  Harga di naik dulu
__label__1,WOI IKLAN TAU DIKIT LaH   INI GW WA AJ IKLAN  MIKIR LAH DASAR APP ASU
__label__1,Akunku terlogout trus dicoba login masa gak bisa masuk lagi error terus anj
__label__1,Masa pembelian pulsa sudah 3 hari pulsa nya belum masuk  kayak nya shopee mulai menipu
__label__1,Mau login aja ribet kali harus verifikasi ke whatsapp
__label__1,Ngak bisa kirim ke orang lain jelek banget apk nya
__label__1,Aplikasi ini jelek banget
__label__1,pengiriman udah gk kayak dulu sekarang lemot dan juga voucher gratis ongkir hanya omong belaka
__label__1,Jelek  masa di shopee game nya  shopee go ngasih koin  nya dikit dikit  giliran kurangi langsung banyak
__label__1,Hay shopee. . .  sebagai penjual saya kecewa. .
__label__1,Shopee goblok shopee goblok
__label__1,sumpah ini knp setiap cari barang muncul nya coba kata kunci lain terus  gila ini shopee
__label__1,Shopee makin hari makin aneh masak Jasa pengiriman cuma regular aja lagi
__label__1,Gw beli pulsa gk masuk
__label__1,semakin parah saja
__label__1,Kenapa d laporan sistem saya tidak berada d rumah. . . padahal saya berada di rumah menunggu kiriman datang  ada yang gak beres nih shopee
__label__1,Perusahaan miskin kasih event tapi pas penarikan saldo di tolak malahan gak di kembalikan pula lagi saldo  nya dan gak bisa lagi masuk ke event alasan janggal bapak kau alasan janggal kalo gak sanggup bayar gak usah bikin event tolol
__label__1,tolol banget nih aplikasi shopee makin lama
__label__1,Semua pengiriman luar negeri d hilangkan tanpa ada pemberitahuan.  Banyak pengusaha kecil yg sudah bergantung di situ sungguh sangat mengecewakan
__label__1,Event dua jt shopee Kecewa susah² ngundang kerabat malah gak bisa ditarik ada kejangalan. . . .  bkn masalah nominal tp. . .  di kira gampang apa ngundang 5 orang tuh yg bikin kecewa
__label__1,Sumpah pencairan spinjam  nya lambat banget   sampe 5 hari   padahal pinjaman pertama hanya beberapa jam saja   belum jatuh tempo sudah saya lunasi
__label__1,Jujur kecewa bngt sama aplikasi shoope yang sekarang  voucher nya aja yg bnyk tpi nggk bisa kepake semua padahal udh isi saldo shoope pay  gw coba narik uang nya tpi harus daftar dulu KTP  nya dll tpi malah nggk bisa divertifikasi  anjir aplikasi taik nyesel bngt aku pake ini mana uang nya bnyk disana
__label__1," Mending hapus aja gratis ongkir klo yg ngirim shopee express  surabaya ke trenggalek yg biasa nya sehari nyampek ini udah lima hari gak sampe.  .  Nyesel se nyesel""nya"
__label__1,Tolong di perketat lagi min  saya kecewa Ternyata di Shopee Ada Penipu Uang Udah Di Kembalikan Pihak Shope Ke Shope pay Saya  tapi saya gak sadar karna langsung di telpon lewat wa oleh si penipu dia pakai lambang shope di profil  nya jadi saya kira dari shope beneran yg telpon  dia suruh saya pencet ini dan itu eh tiba2 uang yg di shope pay malah masuk ke buku kas group si penipu
__label__1,tdak mendukung semua metode pembayaran. . .  Ribet cara bayar nya . .
__label__1,Dari kemarin di persulit buat belanja  toko dari luar negeri smua gak ada yang bisa di buka  entah kenapa aneh banget sih makin lama makin kacau ini shopee  udh chat cs shopee kata  nya lagi ada peninjauan bla bla bla. .  Gmna mau belanja klo kaya gini?  KECEWA!!
__label__1,Ini nih yg bikin kesal lo kenapa sih muncul iklan ganggu aja
__label__1,shopee penipu bikin event narik saldo ditolak
__label__1,lambat dalam penyelesaian masalah  semakin tidak profesional. . .
__label__1,aplikasi gak jelas .  .  .  masuk akun sendiri aja dipersulit .  . .  NORAK
__label__1,Makin hari ongkir nya makin mahal  potongan ongkir juga jarang bisa digunakan
__label__1,bobrok
__label__1,saya minta bilangin saran saya ke cs sucie dan cs risma bila tidak bisa memberikan pelayan terbaik Dan Tidak Bisa Kasih Solusi berhenti aja jadi cs shopee
__label__1,Kecewa banget.  Liat shopee.  Saya platinum sudah dua tahun. tetapi tidak diberin kepercayaan oleh pihak shopee.  Untuk menikmati paylater
__label__1,Saya pernah kecewa beli karet ketapel Gak di kirim padahal barang sdh di kota pemesan/kota jogjakarta malah di kirim balik ke Jakarta samapai sekarang gak di kirim gimana tanggung jawab  nya
__label__1,Main Game berhadiah nya menipu  flashsale menipu.  Benar2 diskon klo apk lain juga pd diskon
__label__1,KALiAN KALO ADA EVENT SHOPE GO JANGAN SAMPAI KALEAN TOP UP BUAT TUKER POIN KARNA HADIAH INCERAN SAYA DAH HABIS PADAHAL BARU 3 HARI INI MANTENGIN KECEWA SAYA
__label__1,Payleter saya di nonaktifkan dan tidak bisa di gunakan kembali kecewa benget
__label__1,Jangan curang dong  Pas buat pesanan biaya admin cuma seribuan  tpi kok pas mau bayar malah bertambah jadi sebelas ribuan  mohon PERJELAS AJA sebelum buat pesanan  jangan CURANG!!  1000% KECEWA!
__label__1,Kenapa toko luar negeri produk nya tidak terdaftar semua?  Kecewa si sama shopee
__label__1,Akun ku kenapa di nonaktifkan padahal saya gak tau berbuat salah  saldo saya hangus lah kalo begitu rugi tau
__label__1,Gila ini aplikasi lama kelama. an jadi sinting .  Saya mau beli barang di luar negeri masa gak bisa kata  nya di batasi la klo memang gak boleh belnja di luar negeri ngapain toko2 luar negeri masih berkeliaran di shope .  Mnding hapus aja .  Lbh bijak tokopedia dari pada si oren shopee kebanyakan aneh
__label__1,Jujur kecewa kak gak bisa beli bahkan mencari produk yg dijual diluar negeri sudah gak bisa lagi.  Mematikan banyak bisnis kecil yg beli barang dr shopee luar negeri
__label__1,Saya kecewa banget.  pesen barang jaket indriver sesuai permintaan. eh malah di suruh pilih model yg lain.  dan saya mau pesanan itu juga eh malah dibilang barang kosong. .  dan malah disuruh batal orderan pesanan. .  kurang profosional
__label__1,Nyesap pakai shopepay dana hilang scra tiba2 bnyk tiga jt  kami tdk pernah sama skli memberikan pass  otp dll kpd siapapun tapi krn tingkat keamanan shopepay yg sgt rendah sehingga dana hilang bgt saja sdh beberapa kali dilaporkan tapi tak kunjung ada solusi.  Lebih baik gunakan tokopedia or dana tingkat keamanan sdh teruji.
__label__1,Tunggu  kenapa gak bisa narik saldo di shopee pay yg event dua jt itu ?  Padahal saldo 90rb lebih masa keterangan nya saldo hanya 30rb
__label__1,Niat ikutan event dua jt  pas waktu pertama wd malah error terus log out sendiri dan sampai sekarang gak bisa login lagi  padahal gak berbuat kecurangan apapun.
__label__1,lelet
__label__1,Tolong untuk penjualan dari luar negeri ke Indonesia jangan dihentikan karna harga produk luar negeri lebih terjangkau dengan ongkir yang lumayan murah  tolong lah!! kecewa
__label__1,Dasar shopee!!! Saya kasih bintang satu dulu yaa. . .  Saya sangat kecewa dengan shopee yang sekarang  masa voucher promo ngga bisa digunain.  Terus juga niat mau ngasih voucher kaga? ?  Yang bener aja sih kalo mau ngasih voucher diskon
__label__1,Aplikasi shopee dgn berat hati saya hapus karna saya ikut even dua jt saya tarik Rp. 35200 malah event saya di blokir dg alasan ada kejanggalan padahal sy ikut shopee sdh lama dan peringkat sy sudah silver dgn ini saya sangat kecewa pd shopee
__label__1,Aku tertipu Shopeepay  uang 1 2juta belum dikembalikan sampai sekarang.  Udah 3 bulan lebih cuma dapet jawaban akan kami urus bla bla bla Omong kosong banget.
__label__1,Kacau sih parah.  punyah vocer gratis ongkir min belanja 30rbu.  Tpi pas mau cekout malah min.  Belanja 12rbu.  Gmna nih? !! Kecewa parahh!.  Tolong dong di perbaiki.  Nnti sya gnti bintang nya klo udh beres
__label__1,Mohon ditindak tegas utuk seller yang menjual barang rusak (bukan pada pengiriman) dan tidak mau di return karna sangat merugikan. .
__label__1,Ribet verifikasi akun mulu    bikin puyeng    jadi males duluan
__label__1,pelayanan nya lambat
__label__1,IKLAN LU KE SIALAN
__label__1,banyak Toko online yg sangat tdk memuaskan  pesan lain yg datang lain.
__label__1,App Bego
__label__1,Beli pulsa di shoope lama banget. .  jadi males belanja nya
__label__1,Belanja dishopee sama dengan beli kucing dalam karung. . .  Selama berbelanja online baru kali ini kecewa bangat dengan barang yang dikirim. . .  Kecewa kecewa.  Kecewa bangat dgn pelayanan dishopee
__label__1,Kenapa saya tidak bisa membuat toko?  Perintah nya di suruh bikin alamat toko  tapi saya sudah bikin alamat namun tetap tdk bisa  dan tidak ada pilihan atur sebagai alamat toko  hanya atur sebagai alamat utama saja. . .   pas mau atur jasa pengiriman d suruh masukkan alamat toko  ini maksud nya gimana? ? ?  Saya kecewa sama shopee
__label__1,Akun ku gagal login f02  gk bisa di buka gk tau penyebabb nya apa  padahal keseharian saldo cuma buat top up  lama2 shopee kek anjing apa  main blokir2 tanpa alasan  saldo gua banyak di situ babi  pencurian itu namanya
__label__1,Pembodohan
__label__1,Knp barang dari luar negeri dihilangkan?  Padahal itu satu² nya harapan kami bagian indonesia Timur untuk dapat ongkir murah 50. 000 Kalau dalam negeri ongkir nya mahal Padahal kata  nya gratis ongkir ke seluruh indonesia PEMBOHONG BESAR
__label__1,GAMBAR  nya MANA ANJINGG GUA MAU BELANJA GADA GAMBAR PADAHAL JARINGAN LANCAR TOLOL
__label__1,Beli pulsa sampe hampir seminggu kaga masuk2 kalo gak bisa kenapa uang nya kaga dibalikan aja
__label__1,Belanja tisu tgl 19juni sebener nya pengemasan dari toko  nya 1hri lgsg kirim cuma ekpedisi SHOPEE EXPRESS yg bikin lama d status perkiraan sampe tgl 21juni tpi smpe skrg blum sampe juga andai pake ekpedisi lain pasti tgl 20 nya sudah sampai apalagi posisi sama² jakarta  ekpedisi SHOPEE EXPRESS SANGAT MENGECEWAKAN
__label__1,Akun gak bisa Upgrade shopee pay plus  alasan  nya ada tautan di akun lain  mau hapus data akun  server error jadi gak ngerti lah  ribet  harus ganti no HP dll banyak lah
__label__1,Kok saya beli pulsa. . .  pembayaran berhasil. .  tapi pulsa nya belum masuk selama 2 hari. . .  keteranga nya sedang diproses terus. .  lambat sekali proses nya
__label__1,Saya hanya ingin apk shopee memberi jalan keluar atas penipuan yang sudah banyak terjadi saya hanya berharap apk ini membantu kami untuk menyelesaikan tuntas masalah penipuan yang kami alami sebagai pembeli di shopee saya sangat berharap kebijaksanaan shopee untuk membantu kami karena korban nya sudah sangat banyak seharus nya apk shopee menindak lanjuti penipuan yang mengatasnamakan shopee agar pelaku segera bisa ditangkap supaya tidak ada lagi korban lainnya
__label__1,Bobrok  rugi gw sbg pedagang!!
__label__1,Mana admin?  Tolong di perbaiki penangan  nya . . .  Sama sekali tidak membuat kenyamanan.  Dan saya terlalu banyak di bohongi
__label__1,kata  nya gratis ongkir ternyata pas saya beli kok ongkir mahal bgt gimana kak
__label__1,Barang sering drop  gak bagus
__label__1,Min tolong lah saya di tipu ini
__label__1,Kecewa banget dgn shopee skrg. .  kenapa produk yg pernah saya beli trus saya mau chekout lagi tdk bisa. . .  dan ketika diklik muncul tulisan produk ini tidak terdaftar. .  tolong diperbaiki dongg. . .  Biar konsumen tdk kecewa. . .  Makin kesini bukan  nya makin bagus ini shopee malahh makin jelek. .
__label__1,Melaporkan penipuan sejak awal kejadian.  Sampe hampir 2 mggu disuruh nunggu  cuma mau bilang gak bisa dan kembali.  Shope nya juga menipu.  Gutanyalapor sejak awal kejadian apa? ? !!! Gak jelas penanganan nya  Pdhal uang masih disope.
__label__1,Penarikan datanyamakin ribet terus kode otp tidak masuk terus padahal sudah saya coba berulang kali. mohon untuk diperbaiki
__label__1,Jelek banget deh shopee  nya aku jijik
__label__1,Penanganan masalah  nya lama  kurang profesional  akun jual beli online sebesar ini selalu buat iklan gratis ongkin  ngurusin masalah pulsa yg belom dikirim aja duisuruh nunggu 3 hari  di kari ke 3 ditanya sabar  bantu check dlu gak ngasih solusi
__label__1,Apa ini banyak iklan bikin emosi
__label__1,akun gua di sangka ada kecurangan padahal gak pernah main curang
__label__1,Karna uang saya hilang isi pulsa gak masuk 4jam . .  minta dana kembalikan di tolak. .  Merugikan saya. .
__label__1,Beli pulsa uang gak masuk. . .  minta kembalikan di tolak. .  sue Duit hilang
__label__1,Iklan  nya mengganggu selalu bikin kesal saja
__label__1,Aplikasi mengecewakan.  Buat apa bu nya banyak koin kalo pengunaan nya dibatasi perhari nya  Mending app ijo tanpa limit.
__label__1,Kurang puas dengan apk dan pelayanan nya tidak stabil dan kurang memuaskan
__label__1,sangat merugikan pembeli  setiap kali saya beli lewat shopee  rata2 barang yg di kirim tidak sesuai pesanan  di minta pertanggung jawaban juga gk ada jawaban dr shopee maupun penjual  jasa ekspedisi nya pun molor molor dr estimasi waktu
__label__1,Saldo Shopeepay gue hilang.  Tanpa ada konfirmasi dulu ke gue  main bayar google play store aja.  Padahal itu saldo buat beli pesanan orang  gue rugi
__label__1,Kenapa shopee MAKIN MAHAL. .  ONGKIR  nya Sesuaikan dong. .  jangan mau kalah dengan aplikasi lain.  Jauh banget Harga nya ini mah bikin rugi namanya
__label__1,Kenapa ko Ribet ya verifikasi shoppePay? ?  Padahal itu uang sendiri bukan uang orang lain.
__label__1,ribet  nya gak jelas gitu buat apa
__label__1,Udah gak enak gk kek dulu  sekarang klo baru upload harus ceking dulu jadi lama  auto pindah app sebelah
__label__1,Terimakasih buat penipuan nya
__label__1,Kenapa gak bisa mulai jual  setiap masuk mulai jual harus ada pilih jasa kirim  setelah klik jasa kirim suruh masukan alamat  ngulang gitu2 terus  tidak jelas nih
__label__1,Jelek banyak kali iklan nya macet hp aja
__label__1,gak jelas sih
__label__1,Tidak bisa mendapatkan gratis ongkir lagi kecuali dari toko dengan minimal belanja yg sudah ditentukan toko dan banyak voucher tidak dapat digunakan mengecewakan sih
__label__1,Kenapa punyah saya metode pembayaran nya tidak tersedia  aneh wkwk
__label__1,Kenapa gak bisa beli barang dari luar negri lagi!!! kecewa saya
__label__1,Pengajuan kembali susah
__label__1,Penarikan dana ku ditolak begitu saja kesel gak ada penjelasan
__label__1,lelet amat ya
__label__1,shoppe tidak profesional saya mengikutu event dan dapat uang malah dikira curang akhir nya tidak bisa diklaim
