reviews,label
"Assalamualaikum Admin Shopee  ,   aku mau nanya saya mau beli barang 3 jenis cuman kok masing masing barang ada ongkirnya ,   harusnya kan cuma bayar 1x ongkir ,   kan waktu dan tempat pengirimannya sama.   .    Terima kasih ,   mohon jawabannya 🙏🙏😊",__label__3
"Tabungan emas gw kira bakal enak jual beli nya.    Giliran beli aja bebas kita mau beli berapa ,   pas jualnya ribet bgt.    Di suruh harus ada minimal sisa nya ,   ya gw kan beli nya seribu kalo di suruh minimal tabungan sisa 0 ,  05 gram emas namanya gw harus beli emas lagi.    Ngadi "" ",__label__3
tolong di perbaiki lagi di bagian verifikasi akun pengguna.   .    pernah pake shopee di akun lain.   .    trs verifikasi tapi kemudian lupa password.   .    nah ini pake akun baru.   .    mau verifikasi ngk bisa krn sudah di gunakan.   .    jadi klau akun yg udah 1thn ngk di pake di hapus aja data verifikasi nya.   .    masak iya aku pindah rumah dulu baru bisa verifikasi.   .    mohon di perbaiki lagi,__label__3
Buka aplikasi lelet.   .   .    Apakah hp saya yg lemot ?  Terima kasih,__label__3
"Kecewa sih ,   sekarang jadi susah pakai jasa kirim yang aku mau ,   mungkin fitur sekarang sembari mempromosikan jasa kirim yang lain  ,  ya gapapa sih tapi ya kalau lambat ke kesel aja  ,  beda Sama kurir JNE DAN JNT selalu cepat pengiriman nya",__label__3
Saya melihat bayak sekali yg blm bsa admin tangani tanpa memberi respon yg positif.   .   ,__label__3
"sejauh ini selalu puas belanja disini.   .    Cuma mau tanya kalau kita dh tf tapi ternyata dibatalkan  ( gk jadi beli karena mau ganti alamatnya )  ,   kira2 uangnya bisa balik lagi kapan ya.   .    ?  Mohon infonya ,   terimakasih.   .   ",__label__3
"Maaf sebelumnya kasih bintang 3.    Cuman mau bilang ,   kok sekarang kapasitas memori nya makin besar.   .   .    ditambah lagi ini kan baru instal setelah sekian lama ,   trus mau cek barang.    Gambar nya nggak muncul.    Padahal jaringan udah bagus dirumah 4G.    Sedih nih lagi urgent mau belanja jadi nggak jdi deh  :  ( ",__label__3
"belanja di shopee gak pernah kecewa sih  ,   tapi ko sekarang ini aneh kemaren  ""  masih bisa milih sendiri jasa expedisinya ko hari ini gak bisa  ,  ga ada tulisan jne  /  jnt seperti biasa  ,   mohon perbaiki sistem ya pihak shopee.   ",__label__3
"Untuk update produk jualan lemot banget Terutama untuk rincian MREK pas di klik mrek ,   mau tulis atau mencari rincian mrek nya lama bnget harus nunggu lebih dari 10 menit jadi kya ngebleng gitu ?  Padah aplikasinya baru diupdate ?  ?  ?  ?  ? ",__label__3
"Awalnya saya sangat terbantu ,   tp blakangan ini saya sgt kecewa krna proses pengiriman lama sx ,   brg yg saya pesan sudah 3 minggu baru datang dan pas nyampe sudah tidak lagi di butuhkan 😔 Mobaziirkan jadinya ?  ?  ?  Terus ada barang yang saya pesan sudah oke dan di cat katanya barangnya ada padahal setelah saya bayar ,   eh barangnya tidak sampai di saya dan setelah di cek kembali ternyata stok tidak ada di gudang.    Apa itu bukan penipuan ?  ?  ?  ?  Jujur Bikin saya jadi takut utk pesan lagi di soppe😔😔😔😔🙏",__label__3
"Shopee terlalu banyak mentingin promo gila - gilaan.    Sistem paylater dibikin 0 ,   dan yang dikasih cuma yang aktif pake shopeepay sedangkan gunanya ngajuin kalau kreditnya ditarik buat apa ?  Untuk gratis ongkir juga potongannya pelit banget padahal dulu gak sepelit ini.    Banyak juga problem dari pengiriman ,   tolong memperkerjakan manusia dengan layak ya shopee.    Jangan bikin pekerja kalian resah karena promo yang membuat orang berlomba lomba buat dapetin tanpa kalian mikir bawahan kalian.    Terima kasih.   ",__label__3
"Trima kasih shopee sdh perbaiki ,   tp sy kasih bintang 3 aj  ( standar )  ,   krn kjadiannya kadang msh trulang ,   meski sy sdh update versi  &  hapus cache.   ",__label__3
"Mau tanya untuk gratis ongkir itu buat daerah tertentu apa seluruh ,  knp d situ ada tulisan gratis ongkir ,  tp setelah cekaut ko ada ongkir.   itu gmn",__label__3
"Mohon maaf menyampaikan pendapat saya ,   kenapa ya aplikasi di shopee ini saat buka dan pilih2 barang tiba langsung balik lg ke menu awal.   .    Ini sangat mengganggu ,   mohon perbaikan dr aplikasinya agar lebih baik.   .    Terima kasih.   ",__label__3
"Bagus dlm hal keamanan tapi kok kejadian di saya harus instal berapa kali ,   ,  krn pas udh berapa kali pembelian ,  pembelian berikut kok udah gak bisa checkout ,   ,  gak bisa nilai produk ,   ,  entah karena apa ,   ,  orderan saya jadi terhambat",__label__3
"Sebelumnya saya mainta maaf hanya beri 3 bintang.    Yg pertama saya agak kecewa dengan shopee tanam karena ada fitur  "" colong air ""  ,   its oke gpp sih kalau hanya dicolong sekali dua kali.   .    Tapi belum sempet nyiram udah ada aja yg nyolong air gw.   .    Dan yg kedua ,   kenapa gratis ongkirnya hanya untuk shopeepay aja ,   kasihan yg gk punya saldo shopeepay.   .    Tolong kembalikan gratis ongkir seperti dulu lagi disaat pandemi seperti ini 🙏",__label__3
SAYANG BGT SAMA SHOPEEE 😘  + Shopee tuh suka minta update tp ga bisa ke update gmn dong ?  padahal mau war di shopee !  ! ,__label__3
"shopee bagus sebenarnya.    banyak promo serta voucher yang tentunya membantu menghemat biaya pengeluaran untuk membeli barang yang kita perlu.    oleh karena itu ,   aplikasi ini banyak sekali yang pakai / unduh.    dan saya yakin hal ini berdampak pada sistem aplikasi.    loading agak lambat ,   dan harga harga terutama di bagian ongkir itu sering sekali berubah ubah.    awalnya 0 rp ,   lalu ternyata jadi 13.   000.    kota tujuan juga sering berganti dengan sendirinya.    diharapkan agar sistem aplikasi ini diperbaiki lagi.   ",__label__3
"Sudah cukup lama pake aplikasi ini ,   tp pas ganti hp Udah bolak balik login username sma kata sandi udah bener ,   tp kode verifikasi gak dikirim ,   akhasil gak bisa login ,   sampe pke wifi ttp gak bisa login ,   nasih shoppepay nya gimnaa gak bisa dicairin lagi klo gak bisa login",__label__3
"Banyak barang ga ori ,   banyak yang nipu ,   banyak barang yg ga sesuai.    Begitu di upgrade jadi lemot amat yaa ,   ,   tolong lbh di perbaiki sistemnya kl toko si penjual udh dpt report 3x di apus aja akunnya biar lbh bagi lagi shopee kedepannya.   ",__label__3
"Shopee paylater udh dilunasin dari kapan tau ,   tapi sampe sekarang belum pulih aja.    Giliran waktu nya untuk bayar cicilan.    Masih jauh2 hari kerjaannya di telfoon terus ,   padahal ga pernah telat malah lebih awal bayar",__label__3
"Paylaternya di tolak terus ,   ,   ,   ,   udah 2x mangajukan hasilnya di tolak juga",__label__3
Hi ka.   .    Saya mengajukan spaylater ko gak bisa - bisa yahh.    Gagal teruss.   .   .    Kenapa yah.   .    Mohon bantuannya Terimakasih.   ,__label__3
Di kasih Limit terlalu kecil .    Belanja tiap bulan lebih dari 1.   5 juta tetep aja ga di kasih naik limit .    Ahh shopee pelit,__label__3
"eh.   .   .   .   .   .   .    ini kiriman paket blun dateng dateng gimana sih shopee ini.    niat jualan apa enggak.    gara2 shopee jadi ketipu.    bilangnya kiriman paket datengnya sekarang jam 03 sore lebih.    tapi sampai sekarang blum sampai juga paketnya.    sebel ,   kesel ,   Kecewa banget",__label__3
Makin rempong aja belan ja di shoppe.   .    skrg udah ga bisa lg pake voucher gratis.   .    dan kalo pembayaran ga bisa cod kita gunakan pembayaran pake transfer via atm bank cek otomatis.   .    juga gagal muat truz.   .    ga bisa transfer gmn sich.   .    makin ga ngerti dech,__label__3
Ecommerce terbesar tp banyak penipu.    Penjual barang palsu.    Khususnya barang elektronik.    Banyak produk aspal dng harga murah.    Harusnya verifikasi penjual diperketat.    Biar tdk ada celah sama sekali.    Konsemen bingung juga pilih2 barang.   ,__label__3
"Mohon diperbaharui Sopee karena masih banyak banget seller penipu itu membuat saya kurang nyaman berbelanja di Sopee ,   lebih kurang 90% seller yang terpercaya dan 10% ini seller penipu di Sopee mohon diperbaiki misalnya seller ini jual hp Realmi 7 tapi setelah pesan malah datang Realmi 6 itu kan merugikan pembeli.    Semoga masalah ini cepat diselesaikan dan sellernya amanah Ini menurut pengalaman saya.    Bagi yg baca jgn dihiraukan karena mungkin koment ini telah ditinjau.    Buruan donwload Sopee !  !  ! ",__label__3
"Maaf saya kasih 3star.   .   karena sering update gara2 ada game2 baru ,  bikin makan RAm hp lebih banyak.   lagian saya sudah mainkan game nya sampai level tertinggi ,  sampai diamond puluhan ribu ,  .   gak pernah tu dapat hadiah dr game.   jadi kebanyakan game itu gak berfaedah.   ",__label__3
"Kecewalah ,  sering eror yang bagian  ( BELUM DI BAYAR dan KIRIM )  di keterangan lokasi  ,   misal barang di kirim dari SEMARANG padahal kurir udah berangkat ke SOLO tapi di keterangan lokasi SHOPEE barang itu masih berada di SEMARANG.   ",__label__3
"Bagus sih ,   memudahkan belanja online semuanya aku cari di shopee.    Tapi banyak yg bintangnya kurang bagus ,   jadi bingung kalo beli produk.    Banyak voucher gratis ongkir gabisa dipake gimanaa sihh ?  ?  ?  ?  ? ",__label__3
"Aduh ini kenapa shopee nyak lelet sekali baru buka diberanda gak ada gambar yg muncul ,   mau buka toko org juga gak bisa jeleekk.   .   .   .    Tapi pas liat live nya malah lancar bukan masalah kuota saya berarti.    Gimana ni ?  Saya mau pesan barang customer saya nungguin shoppee.   .   .   .    Cepetan diperbaiki Doong ,   gak bisa ngesearch juga",__label__3
"Bagus pokoknya ,  semoga semua penjual dishopee jga amah ya 👍 Kenapa shopee saya dan suami saya terblokir ya Ada gak nomor shopee yg bisa saya hubungi ?  ?  ?  Gak nyaman banget soalnya ,  dan smlm saya ada yg tlfn sya katanya dr pihak shopee dan banyak lagi ngomongnya sipenelfonnya ,  habs itu udh saya sama suami saya g bisa buka shoppe mau cek tanaman jg g bisa kan sayang klo g disiram Tolong penjelasannya ya min",__label__3
Bagus sih.   .    tapi yang saya herankan balik dana dari pesanan yang cancel kok lama amat sih.   .    saya baca katanya cuma 1*24 jam tapi ini udah 36 jam juga blm balik lagi ke shopee pay dananya.   .    padahal orang lagi butuh sih.   ,__label__3
"Ini gimna cara bayar pake shopeepay ,   shopeepay gw eror bgst.    Gw mau top up dm gk bisa[cry]",__label__3
Maaf shoppe saya mau nanya dari dlu make shope bahkan udah jadi member gold  ?  Kenapa sya gak punya shoppe pay later  ?  ? ,__label__3
"Tolong lah didonlot jgn makin susah apk jg sering log out ,   ,   sekarang shopee kurang welcome apa karena gara gara hp saya kentang ,   ,   skrg pembaruan terus ,   ,   tp di perbarui dan didonlot udah 100 persen gagal terus sampe kuota habis ,   ,   pdhl udh tk hapusin apk lain ,   ,   pdhl saya udh lama pake shopee.    Sedih.   ",__label__3
"Sekarang ongkir nggak ngotak ,   padahal sering belanja disini ,   udah nggak gratis ongkir lagi.    Lama lama pindah aplikasi sebelah",__label__3
"Tolong ya pihak shope waktu pengemasan untuk pedaganganya jangan lama lama lah masak iya diberi waktu hingga 6 hari ,   kelamaan",__label__3
"Aplikasi nya bagus ,   ,   hanya blm ada perlindungan pembeli.    Klo barang yg dibeli rusak ongkir barang yg rusak di bebankan ke pembeli ,   padahal siapa tau memang disengaja sama penjual.    Itu sih yg di masih disayangkan.   ",__label__3
"Assalamualaikum kak ,   kak mau nanya ini kenapa shopee aku kok gak mau terisntal  ,   sudah di install beberapa kali tapi gak bisa ,   terus aku nyoba download juga gak bisa ,   Tolong sarannya yah kak ,   Terimah kasih ,   nanti ta kasih bintang 5 Wassalamu'alaikum",__label__3
"Plis deh shope ,  kenapa sih kalo pengiriman pake shopee expres tuh lama banget hampir seminggu nih.    Bukannya malah cepet tapi lama banget ,  masak aplikasi belanja no 1 pengirimannya lama banget.    Jangan membuat pelanggan kecewa dengan pengiriman yg sangat lama",__label__3
"Sedikit kecewa sama layanan shopee sekarang ,   Jasa pengiriman yg sekarang susah ,   pilihan pengiriman cuma ada reguler dan hemat ,   gak bisa milih mau pakai misal  ( j & *atau id e*press )  Pdhl biasanya enak pengiriman pake id e*press ,   ongkirnya murah",__label__3
"Baguss.   .   .   .   .   .   .   .   .   .   .   .   .   .    Payleternya belum bisa  ,   selalu gagal terus 😊",__label__3
"Tolong dong kalo bisa .   .    penggunaan voucher nya jangan cmn 2 buah (  ongkir +  Vc cashback / diskon )  .   .    kalo bisa ongkirnya itu di buat voucher standar dan voucher toko sama voucher diskon bisa di gunain bersamaan .   .    Contohnya  :  VC ONGKIR  +  VC CASHBACK  + VC TOKO  +  Vc lain ""  nya .   .    pasti makin banyak pelanggannya .   .    soalnya ngga ada voucher yang kebuang sia sia .   .    #Trimakasihshopee Saya kasih 5 kalo bisa 1jt bintang gua kasih kalo fitur ini mau di approv",__label__3
"katanya ongkir gratis tapi kok justru lebih murah ongkir di olshop sebelah daripada di sophee.   .   .    jika memang gratis ongkir ya harusnya gratis.    setiap kali ingin pesan sesuatu kendalanya selalu di ongkir ,   karna ongkirnya lebih mahal dari barang yg mau dibeli.   ",__label__3
"Berasa bgt pas Ramadhan 2019 ,   mendekati Idul fitri wajar lah yah klo ada banyak pembelian  &  dibayar ,   serumah punya akun  +  perangkat yg beda2 ,   tetiba dpt notif akun dibatasi yg otomatis ga bisa transaksi beli / jual ,   lenyap udah tabungan cashback koin shopee  +  ada yg cancel ke batal masuk ke shopeepay gak bisa tarik ke Rek.    coz mesti 1 Ktp ,   ade blum cukup umur punya KTP bagaimana  ?  Udah telfon CS ngajuin banding /  tidak intinya tetap aja akun otomatis sudah non aktif sistem yg ada skrg merugikan bgt",__label__3
Sudah baik.   .   .   tapi tolong ya untuk foto dan keterangannya lebih di perinci jumlah dan / atau nama isiannya terutama prodak yang masi di dalam dos,__label__3
"tolong dong ,   masa saya mau bikin alamat g bisa2 ,   padahal saya udah kasih alamat yg lengkap ,   tp tetep aja tulisannya  (  ALAMAT TIDAK SAH COBA PRIKSA LAGI )  apanya yg di priksa orang udah lengkap tp tetep g bisa bikin alamat.   .   .   ",__label__3
Kenapa ga bisa verifikasi nomer tlp dan kenapa harus gitu yaa tiap mau belanja selalu nggabisa,__label__3
"Aplikasi mobile nya kok sekarang agak lelet ya buat nampilin gambar ,   padahal jaringan ok buat internetan yg lain.    Apalagi buka situs web nya di laptop sama lemot nya buat nampilin gambar.    Mohon untuk diperbaiki lagi aplikasi dan web nya",__label__3
"Pelayanan bagus.    Cuma untuk kepercayaan Shoope paylater ditingkatkan lagi.    Kita sbg Freelancer ,   gajian nunggu pihak network untuk transfer.    Jadi kalau sdh jd member lama shoope g usah hawatir.    Walaupun telat InshaAllah Pasti kita bayar",__label__3
Tiap minta update aplikasi ukuran semakin besar dengan hp yg memori gak seberapa jd gak bisa updet lg.   .   gak bisa belanja lagi padahal udh gold member,__label__3
"Tumben ,   2 hari ini narik dana dari saldo penjual ga cair2 sampe skrg.    biasanya d saat yg sama penarikan lgsg sukses dana masuk rekening.    ini sering terjadi kah ?  atau karna saya baru mulai jualan d shopee makanya baru ngalamin penarikan macet ?  🙏",__label__3
"Dapat harga Rp.   0 ,   untuk pengguna baru ,   setelah daftar ternyata produk habis ,   sebelumnya saya sudah pastikan produk ready ,   apakah ini penipuan  ?  ,   Tolong harga dan voucer atau discount benar ada nya ,   berlaku jujur jangan mengecoh kan pengguna agar nyaman transaksi selanjutnya",__label__3
"Buat x ini kecewa banget sama shopee ,   status pengiriman nya lelet banget ,   terus pengiriman barang nya agak lama sekarang ,   kalo soal barang2 yg ada dishopee aku tetap suka ,   cuma ya itu tdi aja kendala yg saya dapat.   ",__label__3
"Udah belasan kali saya belanja di shopee gak ada masalah dengan barangnya cuman persoalan ongkir yg tidak jelas dimana ongkir yg tertera di saat proses pemesanan berbeda dengan di proses pembayaran yang mana ongkir tiba ""  tercantum sangat mahal padahal saya sudah pake voucher gratis ongkir ,   sudah 4x saya mengalami hal seperti itu dan satu lagi tolong koinnya jangan dikurangi dong soalnya susah saya dapatinnya.    Terimakasih",__label__3
"Kirain saya sendiri yang bingung sama jasa pengirimanny ,   pdhl yg sudah2 tepat waktu ,   didaerah saya pun jasa pengiriman yg ada sekarang pun gak tau ada atau gak ,   dan kalo ada tempatnya dmn ?  ?  ? jadi males mau belanja soalny membingungkan.   .   .   .   ",__label__3
"tolong perbaiki bug yg ada di shopee karena saya pas mau cari barang ,  selalu kembali ke beranda semula ,  dan bikin saya jadi kessel ,  tolong perbaiki ,  kalo gk diperbaiki ,  lebih baik hapus aplikasi ini ,  udh versi terbaru punya saya",__label__3
"Admin ,   setiap saya ma belanja hrs memasukkan no HP untuk verifikasi sedangkan nomor saya yg dulu di daftarkan untuk transaksi sdh hilang ntah kemana.    Bagaimana jika sya ingin mengganti no HP nya admin agar sya bisa bertransaksi lagi ?  Trims",__label__3
"knp apk.   shopee mnjadi gini ya.   .    padahal selalu langganan.   .    kemarin apk tidak bisa dibuka terus aqu update  ,  allhamdullillah bisa dibuka.    hari ini tiba2 apk berhenti dan gak bisa dibuka lagi.   .    masa eror terus.   .    padahal mau cek barang sampai mna .   .    😣😣😣😣",__label__3
"Saya sebagai penjual menonaktifkan sicepat karna agen nya dari tempat saya jauh bgt ,   JNE juga di nonaktifkan karna agen terdekat tidak menerima resi manual  (  harus di print  )  ,   setelah ada kebijakan baru shopee tentang jasa kirim ,   banyak yg menggunakan sicepat dan jne.    Otomatis di pilih oleh shopee jasa kirim nya.    Gimana ini min ? ",__label__3
"Blanja aman ,  cuma mo rubah tgl jatuh tempo g bisa ,  perbaiki lagi kebijakannya toh kita juga g ghosting",__label__3
Lama lama apknya eror mulu mau kunjungi toko gak bisa selalu kembali ke awal terjadi masalah terus.   .    Di update instal ulang sama aja gitu terus.   .   .   ,__label__3
"Kok masuk ke akun seller ada pemberitahuan  ( kembali ke halaman semula )  ,   ,  ada kendala dimana ini min ? ",__label__3
"Selamat pagi min ,  saya kemarin sudah bayar tagihan paylater saya dan sudah berhasil tapi kenapa paylater saya tidak bisa di pakai plus setiap mau dipakai harus bayar tagihan dulu sedangkan saya sudah tidak punya tagihan.   ",__label__3
"kecewa bgt ,   untuk pihak Shopee tolong yang pake bot bot untuk dapat flash sale jangan di berikan ,   Orang - orang rela berdagang untuk mendapatkan flash sale secara manual tapi malah kalah sama bot ,   saya kecewa kenapa Shopee masih ngasih orng orng yg dpt flash sale pake bot.   ",__label__3
belanja di shopee relatif murah barang nya oke.   .   .    pengiriman cepat.   .    tp kok belakangan ini shopee ga menerima pembayaran otomatis melalui tranfer bank BNI  ( CEK OTOMATIS )  ya.   .    bisa nya manual aja.    kapan bisa otomatis lagi.   .   .   ,__label__3
"awalnya bagus sekali ,   tetapi sekarang kenapa gangguan terus ,   saya tidak bisa melacak pesanan saya  ,  hanya keluar tulisan  ""  oops !  !  !  terjadi kesalahan ""  terus menerus ,   ,   ,   bagaimana solusinya ?  padahal jaringan sangat bagus !  !  !  !  ! ",__label__3
"Sebenernya suka sih belanja di shopee gambar nya real nyampe juga barangnya sama gak ada yg kurang sama sekali ,   tapi saya kecewa sama kurirnya saja bisa salah ngirim ,   ngirimnya dirumah orang ( beda desa )  padahal alamat saya sudah jelas sudah benar ,   dan paket saya di taruh di belakang pagar milik orang lain ,   lebih baik kalau tidak tahu chat dulu jangan langsung taruh di rumah orang sembarangan😊",__label__3
"maaf saya kasih bintang 3.   .    saya sebenernya suka belanja melalui online salah satunya shopee tapi saya agak kecewa kenapa setelah saya perbaharui apk shopee saya sekarang mala ada kendala pada saat saya mau menyimpan barang yg saya inginkan ke keranjang.    selalu muncul tulisan jaringan server bermasalah  ,  padahal kuota saya banyak dan dirumah kebetulan saya juga menggunakan wifi ,   uda saya copot pemasangan dan instal ulang ,   tp masih sama aja ,   tolong kasih info nya ? ",__label__3
"Banyak produk murah ,   unik ,   menarik untuk berbagai kebutuhan.    Tapi ,   agak kesulitan untuk pemesanan beberapa produk karena jasa pengiriman tidak tersedia dan produk dan tampilan memilih jasa pengiriman terblock otomatis.   .   .    Saya kurang paham dengan sistem tersebut.   ",__label__3
"Halo shopee !  belakangan ini shopee bener2 lemot bgt untuk checkout malah jd gagal total katanya tidak ada koneksi internet ,   padahal jaringannya 4g dan fine2 aja buat aplikasi lain.    Kadang2 ga ada gambarnya juga.    Tolong shopee diperbaiki lagi apalagi di saat semua lagi gempar karena virus corona dan orng2 milih belanja dr rumah",__label__3
"Ngebntu bgt emang ,   cuma lemot bgt kalau buka alasan ,   dan masih ada aja seller yg ga amanah ,   semoga bisa d tindak lanjuti",__label__3
"misi ,   mb nya gede banget ya hp ku ram nya cuma 34 gb.    Udah gitu ongkir nya mahal banget dahal ku tinggal nya di jawa.    Di lazada aja 12k masa di shopee 44k ,   udah gitu mau pake gratis ongkir di susah²in dulu ,   tapi pengiriman nya cepet si.    Dan kenapa di shopee jaringan ku jadi lemot banget padahal pake wifi ,   udah gitu aja si min makasih",__label__3
"Untuk pembelian dan komunikasi dengan penjual bagus.    Cuma kesel aja giliran produk2 diskon atau promo ,   pasti susah dibuka.    Selalu muncul notif  "" jaringan internet tidak berhasil ""  padahal baik2 saja ,   4G malah.   .   ",__label__3
"Hai shoope  ,   ini kenapa beberapa hari untuk voucher shoope yang biasa bukan shoopepay tidak munvul ya .    Pdahal sudah di klaim ,   saya kira di hp saya saja ,   saya tanya teman ""  dan coba sendiri di hp oranglain juga begitu Tolong ya ini kenapa",__label__3
"Dlu sblm di update aplikasi shopee sya klo untuk chek in koin shopee sma game bisa di gunakan ,  tpi skrng stlh hbis di update chek in koin sma games gx bisa di gunakan ,  klo mau chek in koin selalu server error ,  klo msuk ke game selalu koneksi jaringan sedang di perbaiki ,  masa setiap hari klo buka 2 itu selalu begitu jwbnya ,  tolong buat shoope di perbaiki lagi ,  terima kasih",__label__3
"Maaf min saya ga bisa log in terus keterangan nya ,  perangkat telah terblokir mohon bantuan nyaa soalnya mash ada tagihan terima kasih",__label__3
"Hi shoope.   .    Kenapa akun shopepay saya diblokir ,   ,   diklik tertulis ada aktivitas yg mencurigakan ,   ,   saya ini pembeli mau beli barang ,   member saya silver sebentar lagi gold ,   ,   saya sdh kirim email ke shoope ,   ,   tolong dong cepet ditanggapin.   ",__label__3
"Perawal bulan ini ga bisa pake Spaylater ,   padahal dapet limit sementara tapi ga bisa dipake.    Setelah bayar tagihan pun sama ga bisa dipake ,   padahal limit besar.   ",__label__3
Selama ini aplikasi terbaik buat balanja sih.    Namun pemilihan kurir jadi terbatas.    Dan itu tidak nyaman sama sekali.    Sebaiknya kembalikan seperti dulu saja.    Jangan update untuk hal - hal sepele yang semakin membuat ketertarikan pelanggan menghilang.   ,__label__3
"saya suka belanja di shopee ,   saya mau coba top up shopee pay untuk pertama kali ,   tp setiap ke ceria mart pasti karyawannya blg gabisa ,   sedangkan kebanyakan promo cashback harus bayar pakai shopee pay ,   itu gimana sih 😒 apa memang mereka yg blm di ajarkan sistemnya atau gimana",__label__3
"Saya memang suka shopee tp ketika saya pesan dengan cod ,   barang sering banget di kembalikan ke penjual tanpa pemberi tahuan ke pada pembeli.    Itu pun di beri alasan bahwa pembeli menolak barang sementara barang belum di terima pembeli.   ",__label__3
"Tapi kalau bisa banyakin barang cod nya gan ,   karena kalau langsung transfer qta kan ga tau barang tersebut memuaskan atau tidak karena kalau tidak memuaskan uang dah masuk kebanyakan barang tidak bisa ditukar kembali ,   TOLONG di kabulkan shopee ini juga masukkan dari teman2 penggunaan shopee yang lain saya mewakilkan Bogor Jawa barat terimakasih shopee.   .   .   ",__label__3
"Shopee ini menurut saya apknya bagus bgt klo soal belanja online tpi kenapa pas saya login selalu aja muncul  "" Jaringan bermasalah harap coba lagi ""  padahal sinyal stabil ,   kuota ada ,   buka fb ig wa bisa gk ngeleg cuma di shopee doang yg aneh gk bisa login !  !  !  !  !  !  ! ",__label__3
"Sudah bagus sih ,   untuk pembayarannya kurang kumplit tolong tambahkan juga bank ocbc nisp",__label__3
"Untuk proses belanja sampai barang diterima ,   sudah cukup memuaskan.    untuk masukannya proses pembayaran kalau saldo shoope pay kurang tidak bisa digunakan sebagian dari saldo ,   dan top up saldo tidak bebas jumlah /  mesti kelipatan yg disediakan shoope",__label__3
"Saya suka belanja di shopee krn mudah dan parktis ,   tp suka jengkel untuk masuk ke aplikasi nya sangat lama ,   buka beranda lama muncul gambar2nya ,   di klik apapun lama ,   kdg udh ngetik di pencarian malah blank putih dan muncul gambarnya lama bgt pdhl sinyalnya kenceng.   .   .   ",__label__3
"Respon aplikasi skr jadi lemot ,  .   .   padahal sebelumnya lancar2 saja ,  update jg gk pernah telat.   .   tiap klik harus nunggu lama banget ,  liat produk jg harus berkali2 direfresh ,  .   .   masalah jaringan ok2 saya ,  smartphone jg spek tinggi ,  .   .   saya pake olshop sebelah gk ad masalah ,  .   .   mohon segera diperbaiki ,  .   thx",__label__3
Sory aku kasih bintang 3 soalnya di shopee mahal banget padahal belinya 1 loh kenapa yakk ?  ?  ?  ?  ?  ?  ?  ?  ?  ?  ? ,__label__3
Kenapa spaylater Saya kok limit nya 50.   000 padahal Saya sudah belanja lewat tersebut Dan itu Kan Salah Satu persyaratannya tapi kok GA muncul poin nya,__label__3
"Hallo kakak saya suka banget dengan apk shopee ini tapi kurang nya mencari toko yang produk nya bagus pas di terima nya juga nggak keliru biar saya nggak rugi ,   itu susah banget ,   angkir dari jakarta ke smk 2 guguak kok mahal ya kak ongkir nya 56.   000 an kayak gitu di semua toko.    Kalau kayak gitu aku bukan beli baju nantinya tapi beli ongkir ,   😿 ,   cuma sekian semoga pihak shopee nya ngebalas dan ngasih saran",__label__3
Tolong sekali² bacotin aja yang komen gak jelas dan banyak pake tanda seru gitu biar pada kapok,__label__3
Saya sekarang kasih 3 bintang aja.   .    sudah cukup.   .    saya kecewa sekarang.   .    pemilihan jasa kurir di hilangkan.   .    dan sekarang pengiriman lebih lama dari biasanya.   .    sangat kecewa.   .   .   sangat kecewa.   .   sekarang.   .   ,__label__3
"Knp saya ga bisa masuk dg akun saya ini ?  Tolong donk min ,  riwayat pembelian saya banyak klo bikin akun baru lagi gmn dg toko2 langanan saya saya khan ga mungkin ingat nama toko2 nya ,  klo akun saya uda bisa balik masuk tar saya kasih 5bintang",__label__3
"Aplikasi bagus ,   tapi tolong pak kurir j & t dikasih tau masa nganterin gk mau Sampek rumah dan lelet",__label__3
"Jika perusahaan anda tidak ingin di caci maki oleh customer ,   maka berikanlah pelayanan terbaik untuk customer tersebut ,   niscaya barang2 yg anda jual semakin laris ,   karena customer puas akan pelayanan yg diberikan oleh perusahaan.   ",__label__3
Saya mencairkan uang saldo saya sebagai pelapak kemarin sampai hari ini belum ke rekening saya ?  Dan shopee nya eror nih apa mungkin karna pakai VPN TURBO yah ?  ?  Klo tidak pakai VPN saya tidak bisa jualan online karna pemerintah menutup akses sosmed,__label__3
Tolong di perbaiki lagi.   .    Banderol barang dari penjual /  toko Setelah dipesan harganya tak sesuai.    Bagi penjual / toko yg menjual prodak jelek Lebih baik di.   off dari shopee.    Kepercayaan pembeli / pelanggan harus diutamakan,__label__3
Misi kaos harusnya sdh selesai.    Tp dr shopee gk diupgrade jd gk bisa di klaim,__label__3
"NOTIF SIH TULISAN GRATIS ONGKIR DENGAN BELANJA MINIMAL 30RB ,   EH TETEP AJA ONGKIR BAYAR 10RB.    DI SHOPEE JUALAN YANG RAMAI CUMA DI STAR SELLER DOANG ,   YANG BELUM STAR SELLER SEBULAN DAPAT 1 ORDERAN SUDAH UNTUNG.    😃😄 Apa lg kalau sudah program sprti 11.   11  -  12.   12 ,   Untung di aplikator sama buyer !  !  Yang sangat rugi seller.    Ya bangke banget kan !  !  😄😃 Ya mending jual offline lah ,   ketimbang jual di shopee.    Potongan nya gila ,   gede banget !  !  Masih mending di marketplace sebelah.   ",__label__3
"Kok Sekarang banyak bug ya ,   tiba tiba keluar sendiri trs ada pemberitahuan  "" halaman sedang diperbaiki "" ",__label__3
